CO_ANO;CO_MES;SH4;CO_PAIS;SG_UF_MUN;CO_MUN;KG_LIQUIDO;VL_FOB
2019;6;2204;337;AM;1302603;288;727
2019;8;2204;249;PE;2611606;595;3370
2019;6;2204;476;MA;2111300;14;46
2019;3;2204;467;ES;3205309;1;24
2019;6;2204;249;SP;3409502;2158;9872
2019;8;2204;607;MG;3106200;121;1123
2019;5;2204;434;MA;2111201;38;190
2019;3;2204;741;SP;3448500;330;929
2019;8;2204;23;MA;2111300;9;77
2019;9;2204;467;SP;3448500;44;183
2019;12;2204;43;SP;3448500;4;48
2019;5;2204;628;PA;1506807;6;30
2019;12;2204;154;SP;3418800;1;51
2019;3;2204;160;AL;2704302;66;218
2019;5;2204;359;SP;3448500;10;36
2019;1;2204;580;AL;2704302;108;63
2019;6;2204;741;PR;4118204;49;41
2019;7;2204;301;BA;2927408;9;8
2019;9;2204;580;AP;1600600;2;12
2019;5;2204;589;RS;4308201;9720;17107
2019;3;2204;538;RS;4315602;46;53
2019;2;2204;467;SC;4216206;12;34
2019;2;2204;580;MA;2111300;23;48
2019;2;2204;351;MA;2111300;21;33
2019;4;2204;580;RS;4315602;70;305
2019;10;2204;476;SP;3448500;316;860
2019;4;2204;190;RJ;3304557;14;76
2019;4;2204;361;RJ;3304557;1;18
2019;4;2204;467;MA;2111300;5;11
2019;10;2204;467;MA;2111300;5;16
2019;4;2204;289;SP;3425904;2250;2804
2019;10;2204;244;RS;4302105;225;1101
2019;10;2204;249;PA;1501402;167;615
2019;12;2204;580;SP;3448500;144;333
2019;11;2204;580;ES;3205200;95;181
2019;8;2204;434;SP;3448500;251;676
2019;8;2204;351;RJ;3302403;33;224
2019;5;2204;476;PA;1501402;47;129
2019;12;2204;434;PR;4118204;92;249
2019;6;2204;190;ES;3205309;37;116
2019;9;2204;467;RJ;3304557;42;137
2019;10;2204;628;RS;4310603;540;5746
2019;10;2204;476;CE;2304400;73;932
2019;4;2204;586;PR;4108809;90;158
2019;8;2204;476;ES;3205309;76;279
2019;9;2204;580;MA;2111300;200;411
2019;6;2204;351;ES;3205309;38;205
2019;3;2204;434;SC;4202404;18;27
2019;6;2204;434;SC;4202404;15;155
2019;12;2204;149;RS;4308607;77;1377
2019;9;2204;351;ES;3205200;16;19
2019;10;2204;538;SP;3448500;27;470
2019;11;2204;434;ES;3205309;233;649
2019;12;2204;169;RS;4308607;13198;27053
2019;3;2204;580;ES;3205200;73;241
2019;12;2204;741;ES;3205200;137;407
2019;9;2204;741;SP;3448500;74;229
2019;5;2204;538;SP;3448500;3;6
2019;8;2204;573;RS;4302105;44783;147696
2019;9;2204;476;MA;2111300;77;136
2019;9;2204;351;RJ;3304557;124;834
2019;7;2204;77;ES;3205200;18;33
2019;3;2204;434;ES;3205309;15;233
2019;6;2204;249;RS;4302105;9582;23430
2019;6;2204;467;SP;3448500;0;6
2019;2;2204;249;PE;2611606;430;2722
2019;2;2204;83;RJ;3304557;9;57
2019;7;2204;476;PR;4118204;42;171
2019;3;2204;434;RJ;3304557;12;69
2019;1;2204;163;ES;3205200;10;11
2019;12;2204;341;SP;3425904;2700;3750
2019;3;2204;628;RS;4302105;1386;8610
2019;6;2204;434;MA;2111201;1;4
2019;1;2204;361;RJ;3304557;26;100
2019;1;2204;476;ES;3205200;15;58
2019;8;2204;467;RS;4315602;86;288
2019;7;2204;351;PR;4118204;131;170
2019;7;2204;476;CE;2304400;35;116
2019;6;2204;399;RS;4302105;5886;22205
2019;1;2204;580;PR;4118204;49;174
2019;5;2204;607;SP;3409502;990;4815
2019;11;2204;580;RJ;3304557;1;4
2019;11;2204;160;MA;2111300;12;26
2019;7;2204;351;RJ;3302403;60;912
2019;2;2204;249;SP;3409502;2815;14328
2019;4;2204;827;SP;3448500;56;63
2019;10;2204;528;RS;4302105;3288;5155
2019;11;2204;434;SC;4216206;28;197
2019;9;2204;498;SP;3448500;9;46
2019;5;2204;467;ES;3205309;8;126
2019;12;2204;77;MA;2111300;13;53
2019;6;2204;580;ES;3205200;97;378
2019;11;2204;467;PR;4118204;33;105
2019;8;2204;467;CE;2304400;9;144
2019;5;2204;741;MA;2111300;11;49
2019;11;2204;434;RS;4314902;12;83
2019;7;2204;607;SP;3448500;20;222
2019;7;2204;434;MA;2111201;10;42
2019;6;2204;160;PR;4118204;24;40
2019;10;2204;351;PR;4118204;14;27
2019;10;2204;467;SP;3448500;2;51
2019;11;2204;434;PR;4118204;107;266
2019;9;2204;628;MA;2111300;404;579
2019;11;2204;249;PE;2611606;235;1261
2019;1;2204;232;AL;2704302;48;70
2019;1;2204;580;ES;3205200;34;303
2019;9;2204;341;RS;4308201;8550;12635
2019;11;2204;43;SP;3448500;10;98
2019;3;2204;341;RS;4308201;33000;54155
2019;4;2204;249;PE;2611606;787;4627
2019;10;2204;249;MG;3117876;98;644
2019;4;2204;249;MG;3117876;309;1562
2019;1;2204;293;AL;2704302;24;34
2019;1;2204;467;PR;4118204;24;80
2019;6;2204;538;SP;3448500;9;83
2019;5;2204;301;SP;3448500;5;14
2019;5;2204;169;RS;4308607;42000;98472
2019;1;2204;580;PA;1506807;24;132
2019;4;2204;476;SP;3448500;28;314
2019;4;2204;580;MA;2111300;22;49
2019;4;2204;40;SP;3425904;969;4008
2019;2;2204;628;PR;4118204;18;48
2019;12;2204;434;SC;4202404;100;171
2019;6;2204;337;RR;1400100;12;32
2019;5;2204;351;MA;2111201;85;591
2019;1;2204;249;SP;3409502;1569;10649
2019;12;2204;351;RS;4302105;558;3486
2019;12;2204;351;SC;4216206;14;87
2019;1;2204;351;MA;2111201;95;504
2019;10;2204;249;PE;2611606;190;1556
2019;10;2204;434;RS;4315602;9;28
2019;5;2204;586;MS;5206606;5663;20719
2019;8;2204;239;RS;4302105;6;6
2019;3;2204;476;MA;2111201;42;180
2019;6;2204;586;RS;4308201;402426;631846
2019;7;2204;476;MA;2111201;3;18
2019;2;2204;538;AL;2704302;25;31
2019;4;2204;580;SP;3448500;490;1216
2019;4;2204;580;AL;2704302;72;108
2019;4;2204;351;ES;3205200;12;14
2019;7;2204;580;SP;3448500;222;793
2019;1;2204;351;PR;4118204;11;53
2019;12;2204;301;BA;2927408;10;39
2019;5;2204;741;SP;3448500;354;1595
2019;6;2204;23;RS;4302105;12;12
2019;3;2204;764;RS;4302105;30;762
2019;9;2204;741;ES;3205200;74;225
2019;11;2204;476;BA;2927408;114;74
2019;1;2204;163;ES;3205309;6;45
2019;8;2204;741;SP;3450704;32;218
2019;8;2204;249;PA;1501402;223;825
2019;2;2204;43;SP;3448500;21;106
2019;4;2204;467;SP;3448500;48;241
2019;4;2204;467;RJ;3304557;36;218
2019;10;2204;399;BA;2927408;20;76
2019;3;2204;351;SP;3448500;470;1395
2019;6;2204;603;RS;4302105;18810;57107
2019;7;2204;580;PR;4118204;99;145
2019;8;2204;249;RS;4307906;4425;20781
2019;7;2204;301;RJ;3304557;10;54
2019;7;2204;77;AL;2704302;2;442
2019;7;2204;434;ES;3205309;3;85
2019;7;2204;160;RS;4302105;1331;4938
2019;6;2204;741;ES;3205200;36;138
2019;12;2204;249;SP;3409502;2429;15893
2019;11;2204;573;RS;4315602;5;43
2019;11;2204;249;RS;4308201;12348;28224
2019;7;2204;399;RS;4315602;228;699
2019;5;2204;267;RS;4315602;39;91
2019;4;2204;149;RS;4302105;72;483
2019;11;2204;154;SP;3418800;36;2995
2019;5;2204;163;MA;2111300;79;285
2019;11;2204;399;RS;4315602;31;55
2019;8;2204;249;RS;4302105;24435;59406
2019;9;2204;586;RS;4308201;271434;377677
2019;9;2204;351;MA;2111300;77;159
2019;9;2204;467;MA;2111300;97;234
2019;5;2204;741;ES;3205309;29;74
2019;8;2204;476;PR;4118204;497;453
2019;5;2204;434;ES;3205200;4;22
2019;4;2204;249;RS;4302105;29262;57417
2019;4;2204;301;PA;1501402;7;48
2019;12;2204;580;RJ;3304557;18;137
2019;6;2204;607;PR;4118204;54;56
2019;8;2204;741;BA;2927408;10;10
2019;1;2204;580;RS;4315602;77;380
2019;11;2204;850;RS;4308607;2668;8670
2019;11;2204;791;RS;4302105;900;6679
2019;7;2204;149;RS;4307906;473;2184
2019;6;2204;628;MA;2111300;49;344
2019;9;2204;249;RS;4302105;69726;179640
2019;2;2204;586;MS;5206606;4682;10953
2019;10;2204;399;MA;2111201;13;28
2019;3;2204;580;MA;2111201;49;255
2019;7;2204;249;SP;3409502;2387;11137
2019;11;2204;628;SP;3448500;7;48
2019;8;2204;603;MA;2111300;4;8
2019;3;2204;538;SP;3448500;15;101
2019;12;2204;845;SP;3425904;5;10
2019;12;2204;434;CE;2304400;25;105
2019;2;2204;337;AM;1302603;81;250
2019;4;2204;741;MA;2111201;9;63
2019;5;2204;361;RJ;3304557;12;29
2019;12;2204;249;MG;3117876;339;2025
2019;6;2204;399;SP;3448500;4;26
2019;6;2204;249;PA;1501402;147;527
2019;1;2204;586;MS;5206606;768;15170
2019;9;2204;476;ES;3205309;14;80
2019;2;2204;741;ES;3205200;15;54
2019;2;2204;628;ES;3205309;56;181
2019;1;2204;434;RS;4315602;170;264
2019;6;2204;741;MA;2111300;50;110
2019;5;2204;476;SP;3448500;691;805
2019;1;2204;163;RJ;3304557;35;202
2019;7;2204;467;ES;3205309;342;184
2019;1;2204;43;BA;2927408;38;120
2019;6;2204;249;RS;4308201;15864;36562
2019;3;2204;676;RS;4305108;71655;27360
2019;2;2204;580;PR;4118204;17;93
2019;2;2204;317;RS;4302105;933;4768
2019;2;2204;434;SP;3448500;4;21
2020;4;2204;267;ES;3205309;40;39
2020;4;2204;163;SC;4216206;12;60
2020;4;2204;607;SP;3448500;135;1043
2020;5;2204;351;RS;4315602;90;183
2020;7;2204;476;ES;3205309;73;96
2020;7;2204;528;RS;4302105;4039;6588
2020;7;2204;97;SP;3425904;900;1400
2020;3;2204;351;MA;2111201;17;47
2020;1;2204;160;RS;4315602;19;30
2020;5;2204;476;RJ;3304557;18;84
2020;11;2204;476;BA;2927408;12;64
2020;4;2204;580;RJ;3304557;5;12
2020;4;2204;301;SP;3448500;54;176
2020;9;2204;580;RJ;3304557;35;86
2020;9;2204;434;SP;3448500;87;122
2020;5;2204;467;AP;1600600;78;897
2020;3;2204;476;PR;4118204;18;43
2020;5;2204;467;CE;2304400;5;16
2020;4;2204;586;PR;4108304;15867;18473
2020;4;2204;351;MA;2111201;10;55
2020;7;2204;776;BA;2927408;27;72
2020;7;2204;741;ES;3205200;92;316
2020;5;2204;776;SP;3450704;10;48
2020;11;2204;77;SP;3448500;28;75
2020;6;2204;467;PR;4118204;86;134
2020;11;2204;77;RS;4315602;9;29
2020;9;2204;163;ES;3205200;5;16
2020;6;2204;351;AL;2704302;21;326
2020;2;2204;249;SP;3409502;3152;20360
2020;2;2204;351;PR;4118204;13;23
2020;2;2204;467;RJ;3302403;5;197
2020;12;2204;351;MA;2111201;112;330
2020;4;2204;580;MA;2111300;92;211
2020;3;2204;476;SP;3448500;295;1471
2020;11;2204;77;PA;1506807;18;172
2020;9;2204;538;RS;4315602;25;178
2020;1;2204;244;RS;4302105;27;148
2020;9;2204;160;SP;3448500;125;842
2020;8;2204;249;RS;4307906;7955;16670
2020;7;2204;160;MA;2111300;35;56
2020;7;2204;476;ES;3205200;9;26
2020;3;2204;580;RJ;3304557;67;268
2020;9;2204;275;RS;4302105;900;5358
2020;9;2204;467;ES;3205309;4;91
2020;8;2204;351;PA;1506807;37;222
2020;6;2204;607;MA;2111300;24;67
2020;11;2204;337;AM;1302603;120;240
2020;6;2204;467;CE;2304400;7;77
2020;10;2204;580;SP;3448500;409;754
2020;6;2204;87;RS;4302105;1080;3456
2020;12;2204;607;SP;3448500;105;356
2020;10;2204;580;CE;2304400;1;9
2020;10;2204;580;PR;4118204;32;138
2020;6;2204;77;SP;3448500;4;13
2020;3;2204;351;ES;3205200;108;312
2020;4;2204;741;RS;4315602;9;73
2020;8;2204;538;RS;4315602;51;106
2020;9;2204;98;SP;3448500;82;75
2020;4;2204;160;SP;3448500;150;267
2020;7;2204;528;RS;4308607;2250;6750
2020;3;2204;741;SP;3448500;60;517
2020;4;2204;77;SC;4216206;53;63
2020;9;2204;607;BA;2927408;54;187
2020;7;2204;580;ES;3205200;8;14
2020;3;2204;476;ES;3205200;10;9
2020;1;2204;628;RJ;3304557;36;192
2020;12;2204;607;PA;1501402;12;433
2020;10;2204;580;RJ;3304557;242;583
2020;6;2204;467;RS;4315602;61;90
2020;10;2204;628;MA;2111300;82;253
2020;12;2204;434;ES;3205309;73;462
2020;12;2204;467;ES;3205309;32;68
2020;5;2204;160;AL;2704302;65;344
2020;4;2204;434;SC;4202404;29;43
2020;8;2204;267;SP;3448500;139;107
2020;7;2204;434;SC;4216206;7;25
2020;1;2204;351;MA;2111300;86;122
2020;8;2204;580;ES;3205309;124;310
2020;9;2204;580;MA;2111300;88;338
2020;5;2204;43;SP;3448500;28;69
2020;5;2204;160;SP;3448500;42;69
2020;7;2204;77;SP;3448500;5;17
2020;1;2204;573;SC;4216206;27;453
2020;8;2204;603;RS;4315602;67;58
2020;3;2204;43;SP;3448500;20;56
2020;8;2204;741;SC;4216206;92;87
2020;4;2204;43;SP;3448500;26;135
2020;1;2204;741;SP;3448500;320;987
2020;9;2204;628;SP;3405708;158;569
2020;1;2204;741;MA;2111300;556;537
2020;3;2204;434;ES;3205309;8;9
2020;3;2204;741;MA;2111300;100;203
2020;1;2204;434;ES;3205200;12;23
2020;1;2204;573;MA;2111300;9;40
2020;6;2204;434;ES;3205309;27;97
2020;6;2204;434;ES;3205200;46;147
2020;12;2204;163;SP;3448500;270;510
2020;2;2204;249;PE;2611606;414;2770
2020;12;2204;337;RS;4305108;15;150
2020;10;2204;351;RJ;3304557;6;15
2020;10;2204;351;PA;1506807;52;268
2020;10;2204;580;ES;3205309;49;72
2020;10;2204;351;BA;2927408;36;187
2020;12;2204;200;SP;3425904;11152;13032
2020;7;2204;351;ES;3205309;52;165
2020;9;2204;399;RS;4315602;186;167
2020;5;2204;573;SC;4216206;10;22
2020;7;2204;573;SC;4216206;2;32
2020;1;2204;467;AL;2704302;9;85
2020;1;2204;289;SP;3425904;4050;4501
2020;3;2204;628;MG;3110301;12;96
2020;4;2204;163;MA;2111300;53;225
2020;1;2204;232;BA;2927408;48;453
2020;11;2204;351;PA;1506807;3;12
2020;7;2204;434;PR;4118204;1;2
2020;2;2204;163;SP;3448500;18;62
2020;6;2204;580;RS;4315602;10;70
2020;6;2204;351;RS;4315602;205;395
2020;6;2204;163;SC;4216206;2;5
2020;2;2204;434;BA;2927408;44;166
2020;6;2204;434;PR;4118204;76;223
2020;10;2204;351;SC;4216206;51;85
2020;12;2204;628;BA;2927408;36;98
2020;10;2204;493;PA;1506807;26;226
2020;8;2204;351;MA;2111300;116;126
2020;7;2204;351;MA;2111300;286;479
2020;1;2204;249;SP;3448500;36;55
2020;11;2204;160;RS;4315602;73;339
2020;11;2204;351;MA;2111201;99;439
2020;9;2204;580;ES;3205200;104;312
2020;4;2204;351;ES;3205200;4;4
2020;8;2204;476;PR;4118204;112;346
2020;5;2204;163;MA;2111300;17;31
2020;11;2204;267;SP;3448500;358;766
2020;1;2204;137;MA;2111300;40;73
2020;1;2204;586;RS;4308201;76170;97961
2020;7;2204;580;ES;3205309;133;247
2020;5;2204;267;MA;2111300;32;102
2020;3;2204;149;PA;1501402;20;90
2020;3;2204;163;PR;4118204;18;58
2020;6;2204;476;ES;3205200;76;200
2020;7;2204;301;SP;3448500;4;12
2020;2;2204;538;RS;4302105;900;10682
2020;10;2204;741;PA;1501402;12;57
2020;12;2204;476;SP;3448500;77;245
2020;2;2204;476;PR;4118204;0;27
2020;2;2204;580;ES;3205200;18;49
2020;10;2204;160;SC;4216206;71;120
2020;6;2204;741;MA;2111300;62;224
2020;6;2204;23;RS;4315602;17;51
2020;12;2204;351;SP;3448500;111;312
2020;5;2204;580;ES;3205200;101;231
2020;8;2204;607;SP;3448500;76;209
2020;1;2204;580;ES;3205200;55;133
2020;5;2204;434;SC;4202404;32;58
2020;5;2204;467;ES;3205309;11;25
2020;3;2204;586;MS;5206606;13311;16359
2020;9;2204;158;RS;4308201;90;346
2020;11;2204;434;PR;4118204;4;11
2020;3;2204;275;CE;2304400;8;54
2020;4;2204;111;PA;1501402;12;57
2020;4;2204;434;MA;2111201;236;287
2020;5;2204;580;RS;4315602;9;38
2020;5;2204;476;RS;4315602;120;229
2020;6;2204;351;PR;4118204;13;45
2020;6;2204;476;RJ;3302403;1;53
2020;12;2204;476;MA;2111300;98;349
2020;10;2204;399;RS;4315602;35;39
2020;10;2204;275;RS;4302105;270;1557
2020;10;2204;476;BA;2927408;20;102
2020;2;2204;735;RJ;3301702;60;1424
2020;12;2204;249;RS;4307906;9108;13770
2020;10;2204;232;ES;3205200;18;59
2020;10;2204;399;ES;3205200;31;88
2020;12;2204;580;RJ;3304557;23;87
2020;4;2204;23;BA;2927408;34;90
2020;5;2204;434;SC;4216206;9;25
2020;8;2204;434;ES;3205200;24;40
2020;1;2204;434;SC;4202404;91;79
2020;4;2204;476;AL;2704302;3;192
2020;4;2204;580;RS;4315602;34;126
2020;7;2204;586;RS;4308201;561064;641017
2020;11;2204;476;ES;3205200;9;26
2020;8;2204;77;ES;3205200;14;40
2020;5;2204;351;PR;4118204;63;106
2020;5;2204;628;MA;2111300;23;190
2020;5;2204;301;BA;2927408;15;52
2020;1;2204;476;MA;2111300;246;214
2020;8;2204;607;MG;3106200;120;411
2020;8;2204;467;BA;2927408;116;312
2020;4;2204;23;MA;2111300;40;24
2020;9;2204;249;RS;4308201;35496;63980
2020;8;2204;351;RJ;3304557;11;38
2020;8;2204;341;RS;4308201;33432;38734
2020;8;2204;628;ES;3205309;20;106
2020;6;2204;434;SC;4202404;34;52
2020;10;2204;80;SP;3448500;5;14
2020;10;2204;434;MA;2111300;102;255
2020;12;2204;476;ES;3205309;155;632
2020;12;2204;341;RS;4302105;33210;35424
2020;5;2204;741;SP;3448500;73;351
2020;5;2204;476;CE;2304400;9;114
2020;4;2204;476;SP;3448500;213;1021
2020;4;2204;83;ES;3205200;27;91
2020;7;2204;476;SP;3448500;320;1073
2020;5;2204;434;ES;3205309;44;157
2020;8;2204;301;RJ;3304557;1;14
2020;9;2204;467;PR;4118204;89;287
2020;4;2204;741;SC;4216206;127;207
2020;1;2204;77;MA;2111300;10;56
2020;9;2204;301;SP;3448500;27;64
2020;9;2204;267;SP;3448500;39;118
2020;7;2204;607;RS;4315602;9;32
2020;7;2204;80;BA;2927408;24;181
2020;1;2204;580;MA;2111201;7;39
2020;1;2204;573;RS;4315602;13;161
2020;1;2204;301;BA;2927408;39;202
2020;4;2204;776;SP;3448500;27;162
2020;8;2204;828;PR;4118204;2;4
2020;9;2204;23;RS;4315602;354;486
2020;3;2204;628;SP;3448500;4;29
2020;9;2204;467;RJ;3304557;72;72
2020;2;2204;351;SP;3448500;202;1311
2020;6;2204;573;SP;3448500;81;531
2020;2;2204;538;RS;4315602;14;49
2020;12;2204;467;PR;4118204;3;6
2020;12;2204;301;RJ;3304557;19;153
2020;4;2204;528;RS;4302105;7089;23941
2020;7;2204;372;SC;4216206;3;6
2020;7;2204;351;SC;4216206;116;133
2020;7;2204;586;RS;4302105;21853;36091
2020;1;2204;351;RJ;3304557;17;93
2020;9;2204;351;SP;3448500;237;381
2020;11;2204;476;SP;3448500;838;1133
2020;3;2204;249;RS;4314548;5382;33368
2020;1;2204;249;PA;1501402;283;1034
2020;5;2204;741;ES;3205309;141;533
2020;1;2204;361;SP;3448500;20;51
2020;8;2204;467;CE;2304400;7;88
2020;8;2204;317;RS;4302105;1063;4881
2020;9;2204;23;MA;2111300;51;171
2020;9;2204;776;SP;3450704;9;65
2020;11;2204;43;ES;3205309;3;61
2020;6;2204;580;RJ;3304557;131;249
2020;6;2204;77;RS;4315602;126;330
2020;2;2204;580;PR;4118204;18;70
2020;12;2204;77;BA;2927408;2;4
2020;6;2204;386;PA;1506807;12;76
2020;2;2204;467;RJ;3304557;18;94
2020;10;2204;476;MA;2111300;42;333
2020;12;2204;580;AP;1600600;10;46
2020;4;2204;301;ES;3205200;18;70
2020;4;2204;301;RS;4315602;11;34
2020;7;2204;434;MA;2111300;53;448
2020;8;2204;163;ES;3205200;27;86
2020;11;2204;43;PE;2607901;4;100
2020;3;2204;538;RS;4315602;27;70
2020;5;2204;163;PA;1501402;28;118
2020;5;2204;580;ES;3205309;38;64
2020;11;2204;232;RS;4308607;452;1798
2020;7;2204;160;AL;2704302;9;49
2020;9;2204;351;PR;4118204;80;243
2020;8;2204;741;AL;2704302;3;70
2020;11;2204;351;RS;4315602;5;14
2020;7;2204;249;RS;4302105;69919;176413
2020;7;2204;163;PA;1501402;6;17
2020;3;2204;232;AL;2704302;9;35
2020;2;2204;580;MA;2111300;87;166
2020;6;2204;580;MA;2111300;159;581
2020;7;2204;741;MA;2111300;25;148
2020;11;2204;399;SP;3448500;8;83
2020;2;2204;40;BA;2927408;24;38
2020;9;2204;476;PR;4118204;74;196
2020;10;2204;341;RS;4308201;35412;40846
2020;6;2204;434;MA;2111201;6;22
2020;6;2204;476;PR;4118204;107;226
2020;10;2204;767;SP;3448500;10;87
2020;2;2204;573;RS;4315602;16;135
2020;6;2204;267;SP;3448500;25;60
2020;2;2204;160;SC;4216206;51;109
2020;12;2204;317;RS;4302105;2150;10524
2020;12;2204;476;PA;1506807;12;59
2020;8;2204;77;ES;3205309;16;49
2020;5;2204;80;SP;3448500;3;14
2020;1;2204;386;PA;1501402;43;207
2020;11;2204;232;RS;4308201;450;1199
2020;7;2204;351;SP;3448500;459;991
2020;8;2204;399;RS;4315602;19;51
2020;3;2204;628;SP;3450605;51;206
2020;7;2204;23;SC;4202404;41;87
2020;3;2204;628;ES;3205309;10;19
2020;1;2204;741;CE;2304400;18;141
2020;11;2204;467;ES;3205309;101;401
2020;7;2204;163;PR;4118204;23;53
2020;9;2204;776;MA;2111300;344;683
2020;3;2204;245;RS;4304358;28;57
2020;2;2204;160;RS;4302105;12204;30341
2020;10;2204;161;RS;4302105;541;2644
2020;2;2204;43;BA;2927408;12;162
2020;10;2204;741;SP;3448500;124;538
2020;2;2204;476;ES;3205309;23;73
2020;10;2204;467;SP;3448500;85;36
2020;10;2204;249;RS;4302105;73966;190317
2020;10;2204;77;MA;2111300;29;22
2020;10;2204;77;SP;3448500;103;301
2020;7;2204;160;SC;4216206;180;266
2020;1;2204;580;SP;3448500;1865;7103
2020;8;2204;476;RJ;3304557;22;146
2020;3;2204;538;SP;3448500;42;278
2020;3;2204;586;RS;4308201;111510;147496
2020;5;2204;160;MA;2111300;289;393
2020;1;2204;249;PE;2611606;939;5666
2020;4;2204;476;ES;3205309;50;87
2020;1;2204;845;RS;4308607;1796;15322
2020;5;2204;586;MS;5206606;35880;34561
2020;1;2204;43;RS;4315602;10;39
2020;1;2204;351;SC;4216206;18;20
2020;8;2204;351;MA;2111201;41;179
2020;9;2204;163;SP;3448500;19;152
2020;4;2204;301;MA;2111300;48;63
2020;7;2204;467;SC;4216206;14;21
2020;3;2204;573;RJ;3302403;9;119
2020;3;2204;476;RJ;3304557;72;89
2020;5;2204;791;RS;4302105;564;4805
2020;3;2204;399;SP;3448500;4;6
2020;7;2204;365;ES;3205309;5;6
2020;9;2204;434;ES;3205309;34;42
2020;2;2204;351;BA;2927408;110;493
2020;6;2204;149;RS;4302105;80;582
2020;2;2204;580;ES;3205309;1;3
2020;10;2204;43;SP;3448500;29;69
2020;12;2204;586;RS;4302105;24478;33887
2020;12;2204;467;ES;3205200;15;57
2020;8;2204;351;ES;3205309;72;434
2020;8;2204;351;SP;3448500;333;781
2020;5;2204;23;RS;4302105;3547;19739
2020;8;2204;275;RS;4302105;495;2329
2020;1;2204;163;MA;2111300;442;271
2020;1;2204;160;AL;2704302;3;32
2020;4;2204;161;RS;4308607;360;1442
2020;7;2204;586;PR;4104204;24394;15772
2020;3;2204;628;RS;4302105;312;2948
2020;1;2204;23;SC;4202404;9;74
2020;8;2204;476;PA;1501402;12;65
2020;5;2204;607;SP;3448500;40;111
2020;11;2204;23;RS;4315602;10;16
2020;5;2204;77;SC;4216206;116;132
2020;2;2204;160;MA;2111300;90;272
2020;10;2204;249;RS;4308201;32952;59918
2020;2;2204;741;SP;3448500;249;794
2020;10;2204;467;MA;2111300;121;541
2020;10;2204;301;MA;2111300;18;66
2020;2;2204;87;RS;4302105;900;7464
2020;4;2204;386;SP;3448500;63;132
2020;4;2204;580;ES;3205200;523;1417
2020;8;2204;77;SC;4216206;12;33
2020;8;2204;160;SP;3448500;10;36
2020;11;2204;580;RJ;3304557;12;64
2020;4;2204;476;ES;3205200;12;28
2020;3;2204;476;SC;4216206;24;45
2020;3;2204;23;BA;2927408;42;231
2020;7;2204;741;RS;4315602;3;15
2020;7;2204;741;SC;4216206;18;28
2020;7;2204;467;CE;2304400;23;123
2020;4;2204;160;RS;4315602;152;358
2020;3;2204;160;MA;2111300;25;75
2020;7;2204;351;PA;1506807;17;59
2020;5;2204;351;CE;2304400;36;94
2020;11;2204;351;MA;2111300;432;611
2020;8;2204;538;ES;3205309;3;117
2020;2;2204;445;RS;4302105;1080;5012
2020;2;2204;434;MA;2111201;24;101
2020;6;2204;341;RS;4308201;14700;27500
2020;10;2204;538;SP;3448500;6;11
2020;6;2204;160;RS;4302105;5573;15240
2020;12;2204;77;PA;1506807;17;66
2020;12;2204;163;MA;2111300;66;547
2020;12;2204;628;MA;2111300;6;12
2020;6;2204;538;SP;3448500;27;251
2020;10;2204;586;RS;4308201;220392;269454
2020;12;2204;827;PA;1501402;18;75
2020;4;2204;434;PR;4118204;138;303
2020;5;2204;580;SP;3448500;1871;3569
2020;8;2204;249;RS;4302105;33610;73327
2020;5;2204;580;PR;4118204;76;172
2020;11;2204;741;MA;2111300;168;43
2020;9;2204;399;RJ;3304557;8;22
2020;1;2204;476;ES;3205200;20;18
2020;9;2204;628;RS;4302105;6422;19001
2020;9;2204;351;ES;3205309;69;341
2020;11;2204;776;SP;3448500;36;172
2020;8;2204;160;RS;4315602;4;14
2020;7;2204;87;SP;3415186;85;2834
2020;6;2204;573;SP;3450704;15;90
2020;6;2204;741;ES;3205309;33;232
2020;9;2204;163;MA;2111300;408;918
2020;2;2204;145;AL;2704302;0;178
2020;10;2204;163;MA;2111300;47;227
2020;12;2204;467;RS;4315602;18;41
2020;12;2204;43;SP;3448500;82;375
2020;10;2204;580;MA;2111201;109;244
2020;12;2204;538;RS;4315602;90;272
2020;6;2204;741;PR;4118204;52;8
2020;4;2204;351;SP;3448500;268;824
2020;4;2204;434;ES;3205309;17;61
2020;3;2204;399;MA;2111300;12;6
2020;8;2204;351;ES;3205200;82;192
2020;7;2204;580;SP;3448500;1313;2646
2020;9;2204;87;MA;2111300;101;257
2020;5;2204;434;SP;3448500;291;1058
2020;11;2204;551;MA;2111300;32;62
2020;1;2204;676;RS;4302105;1463;8550
2020;5;2204;538;RS;4315602;282;584
2020;1;2204;160;ES;3205309;151;231
2020;8;2204;23;RJ;3304557;13;267
2020;4;2204;580;SC;4216206;73;53
2020;3;2204;200;SP;3425904;10710;14578
2020;11;2204;580;ES;3205200;68;99
2020;5;2204;603;RS;4315602;8;17
2020;5;2204;267;SC;4216206;9;10
2020;9;2204;850;RS;4308201;1800;2284
2020;7;2204;580;PR;4118204;55;151
2020;7;2204;77;ES;3205309;15;110
2020;7;2204;467;PR;4118204;46;66
2020;7;2204;573;PR;4118204;3;16
2020;5;2204;434;BA;2919207;60;467
2020;9;2204;580;PR;4118204;72;202
2020;3;2204;275;RS;4302105;545;2461
2020;8;2204;580;ES;3205200;106;305
2020;8;2204;476;RS;4315602;16;72
2020;1;2204;399;RS;4315602;71;147
