CO_ANO;CO_MES;SH4;CO_PAIS;SG_UF_MUN;CO_MUN;KG_LIQUIDO;VL_FOB
2008;8;2204;586;PR;4108304;87894;52577
2008;6;2204;47;SP;3425904;3687;4144
2008;5;2204;249;RS;4302105;26341;46286
2008;10;2204;23;RS;4302105;1745;12685
2008;12;2204;445;RS;4302105;3082;8507
2008;12;2204;249;RS;4305108;707;3834
2008;4;2204;23;SP;3450308;408;3088
2008;12;2204;245;RS;4302105;3915;9915
2008;9;2204;676;RS;4302105;2078042;724400
2008;10;2204;249;RS;4302105;43747;101030
2008;5;2204;586;MS;5206606;29465;17275
2008;5;2204;791;RS;4302105;2057;4769
2008;12;2204;249;RS;4308607;4271;32437
2008;2;2204;586;PR;4104204;12873;12586
2008;10;2204;97;SP;3450308;587;2048
2008;12;2204;249;RS;4308201;17388;26744
2008;9;2204;586;MS;5206606;5450;8960
2008;4;2204;628;RS;4302105;30030;36563
2008;10;2204;249;RS;4308607;338;2363
2008;10;2204;229;SP;3425904;10350;17423
2008;2;2204;445;RS;4302105;3160;10042
2008;10;2204;97;MS;5206606;3220;1590
2008;9;2204;23;RS;4302105;22365;60351
2008;7;2204;69;RS;4302105;3298;19689
2008;6;2204;800;SP;3425904;5160;7800
2008;10;2204;580;RS;4304804;9;90
2008;5;2204;603;RS;4302105;11279;29891
2008;6;2204;586;MS;5206606;27482;24951
2008;11;2204;40;RJ;3304557;540;4302
2008;8;2204;770;SP;3425904;900;1625
2008;3;2204;586;PR;4108809;5529;3900
2008;6;2204;249;GO;5321403;55689;42228
2008;4;2204;160;RS;4302105;8689;25926
2008;3;2204;767;RS;4302105;1568;6120
2008;5;2204;47;RS;4302105;1987;3240
2008;10;2204;331;RS;4314902;740;2853
2008;12;2204;676;RS;4307906;796079;208775
2008;3;2204;249;SP;3425904;15071;9344
2008;8;2204;161;PR;4104204;3828;6139
2008;8;2204;40;RJ;3304557;1440;8882
2008;3;2204;149;PE;2608750;3600;10294
2008;7;2204;249;SP;3425904;14700;9048
2008;11;2204;676;RS;4307906;799332;205779
2008;2;2204;573;RS;4302105;22176;28490
2008;7;2204;23;RS;4302105;711;15960
2008;8;2204;23;RS;4308607;1642;8813
2008;6;2204;275;RS;4302105;7550;20979
2008;8;2204;676;RS;4302105;298442;122400
2008;9;2204;249;GO;5321403;36963;21723
2008;10;2204;249;RS;4308201;31500;40647
2008;9;2204;445;RS;4302105;1800;7844
2008;12;2204;97;MS;5203207;17;33
2008;8;2204;399;RS;4302105;13900;21982
2008;4;2204;249;RS;4302105;1188;3668
2008;6;2204;586;PR;4108809;7935;5954
2008;7;2204;628;RS;4302105;24920;29740
2008;2;2204;249;RS;4308607;3884;19418
2008;2;2204;97;MS;5203207;301;1135
2008;3;2204;791;RS;4302105;3551;15678
2008;6;2204;87;RS;4302105;1120;6719
2008;1;2204;586;PR;4108809;4411;3260
2008;12;2204;586;RS;4302105;98400;49200
2008;3;2204;676;RS;4302105;115200;91776
2008;9;2204;23;SP;3450308;84;604
2008;9;2204;249;RS;4308201;15540;23153
2008;9;2204;97;SP;3447502;1110;1241
2008;2;2204;245;SP;3450308;22;13
2008;12;2204;603;RS;4302105;11693;38852
2008;3;2204;586;PR;4108304;25005;21159
2008;7;2204;791;RS;4302105;4704;21367
2008;9;2204;586;RS;4302105;371400;185700
2008;12;2204;23;RS;4302105;2592;9711
2008;8;2204;573;RS;4302105;143721;387108
2008;11;2204;351;RS;4302105;2160;11088
2008;6;2204;341;RS;4304804;20;20
2008;8;2204;249;SC;4216503;184;3000
2008;5;2204;40;RJ;3304557;1633;5873
2008;2;2204;40;RJ;3304557;2191;8660
2008;5;2204;586;PR;4108809;3931;3395
2008;10;2204;586;RS;4302105;369000;184500
2008;2;2204;249;GO;5321403;55689;29493
2008;2;2204;249;RS;4305108;900;4260
2008;11;2204;249;RS;4308201;15792;17934
2008;3;2204;97;SP;3447502;370;433
2008;7;2204;69;RS;4313086;702;7950
2008;10;2204;40;SP;3450308;6020;6330
2008;6;2204;23;RS;4302105;40043;106328
2008;12;2204;586;MS;5206606;22276;14372
2008;6;2204;399;RS;4302105;39345;27668
2008;4;2204;40;SP;3409502;44;30
2008;4;2204;249;RS;4308607;2030;16523
2008;8;2204;586;PR;4104204;26262;30414
2008;7;2204;445;RS;4302105;6071;17092
2008;6;2204;741;RS;4302105;1070;2854
2008;10;2204;676;RS;4307906;788790;237600
2008;10;2204;676;RS;4302105;787753;312000
2008;7;2204;586;PR;4104204;29617;34546
2008;7;2204;791;RS;4313086;360;3245
2008;3;2204;40;RJ;3304557;1755;7779
2008;3;2204;580;SP;3425904;90;130
2008;5;2204;586;PR;4108304;98400;82517
2008;6;2204;249;RS;4302105;45206;87030
2008;6;2204;249;RS;4308607;2948;16740
2008;9;2204;507;SP;3409502;340;722
2008;7;2204;586;PR;4108809;10585;7907
2008;9;2204;573;RS;4302105;58865;97412
2008;5;2204;249;GO;5321403;37125;21030
2008;1;2204;767;RS;4302105;18328;61241
2008;12;2204;573;RS;4302105;34222;101959
2008;7;2204;586;MS;5206606;12218;6821
2008;9;2204;23;RS;4307906;47816;35856
2008;5;2204;628;RS;4302105;12875;36958
2008;6;2204;607;PE;2608750;49090;48942
2008;11;2204;586;PR;4108809;6310;4130
2008;11;2204;149;RS;4302105;1581;9198
2008;5;2204;249;RS;4308201;6804;10584
2008;10;2204;767;RS;4302105;2157;6680
2008;2;2204;586;PR;4108809;3896;2990
2009;1;2204;23;RS;4307906;94600;57591
2009;6;2204;249;RS;4302105;12090;23961
2009;12;2204;603;RS;4302105;8527;42656
2009;1;2204;764;RS;4302105;8570;16200
2009;12;2204;23;RS;4302105;6415;16213
2009;11;2204;244;RS;4302105;1398;4032
2009;5;2204;249;RS;4308201;24164;37241
2009;11;2204;573;SP;3425904;2070;3020
2009;9;2204;676;RS;4307906;2643964;695400
2009;11;2204;586;MS;5206606;23093;20364
2009;7;2204;858;RS;4302105;1418;3911
2009;7;2204;586;MS;5206606;14698;10918
2009;3;2204;249;RS;4302105;3785;12629
2009;8;2204;676;RS;4307906;1700020;480600
2009;8;2204;245;RS;4302105;2181;4050
2009;4;2204;586;PR;4108809;4743;2758
2009;10;2204;573;SP;3425904;7920;12583
2009;12;2204;586;MS;5206606;25571;15258
2009;3;2204;40;SP;3424006;11462;22202
2009;7;2204;47;SP;3425904;2700;3413
2009;6;2204;351;RS;4307906;47808;14400
2009;11;2204;399;RS;4307906;49700;32500
2009;8;2204;586;PR;4108304;225;433
2009;6;2204;676;RS;4302105;238592;71865
2009;9;2204;676;RS;4308201;1000944;252000
2009;2;2204;249;RS;4302105;491;1835
2009;2;2204;40;SP;3450308;9800;9796
2009;5;2204;23;RS;4302105;16654;36950
2009;5;2204;586;PR;4108809;3683;2348
2009;11;2204;399;RS;4302105;24900;8750
2009;7;2204;40;SP;3418800;4444;5729
2009;1;2204;399;SP;3450308;22000;17085
2009;8;2204;586;PR;4104204;13663;12944
2009;12;2204;628;RS;4302105;7309;20592
2009;12;2204;149;RS;4302105;9287;25065
2009;12;2204;351;RS;4302105;1011;5814
2009;7;2204;249;RS;4308607;2376;17577
2009;8;2204;160;RS;4307906;274344;82800
2009;10;2204;331;MG;3106200;169;272
2009;7;2204;676;RS;4307906;2001888;504000
2009;8;2204;586;PR;4108809;2147;1579
2009;5;2204;676;RS;4307906;2455200;618000
2009;2;2204;47;SP;3425904;1800;2188
2009;5;2204;676;RS;4302105;454176;136800
2009;5;2204;69;RS;4313086;1014;9195
2009;11;2204;249;RS;4302105;16416;18569
2009;8;2204;521;RS;4304804;24;24
2009;10;2204;249;RS;4305108;5950;14246
2009;4;2204;399;SP;3448500;418;1630
2009;12;2204;586;PR;4108304;62520;28461
2009;11;2204;586;RS;4302105;24144;10060
2009;12;2204;386;RS;4302105;4186;11841
2009;7;2204;149;PE;2608750;2880;12554
2009;12;2204;399;SP;3450308;22000;23015
2009;6;2204;249;SC;4217907;12500;64500
2009;6;2204;764;BA;2907202;16740;28000
2009;12;2204;249;RS;4308201;16416;28578
2009;8;2204;249;RS;4302105;693;2828
2009;11;2204;97;RO;1100106;1131;1574
2009;7;2204;23;RS;4314548;90;468
2009;9;2204;586;RS;4308201;1800;3120
2009;6;2204;791;RS;4302105;4408;17548
2009;3;2204;586;PR;4108809;2409;1374
2009;8;2204;249;RS;4308201;34237;45673
2009;3;2204;586;MS;5206606;14893;9223
2009;6;2204;399;SP;3448500;531;1907
2009;6;2204;586;MS;5206606;25695;17119
2009;10;2204;97;MS;5203207;7440;3607
2009;7;2204;160;RS;4307906;465576;140400
2009;9;2204;586;MS;5206606;47181;41284
2009;9;2204;40;SP;3450308;1400;1635
2009;7;2204;23;RS;4313086;675;8415
2009;12;2204;87;RS;4302105;1905;9348
2009;10;2204;399;RS;4307906;24850;16250
2009;6;2204;767;RS;4302105;25710;71535
2009;12;2204;767;RS;4302105;1200;8870
2009;12;2204;676;RS;4302105;239040;64800
2009;6;2204;676;RS;4307906;3002832;756000
2009;4;2204;249;RS;4302105;17280;18068
2009;12;2204;586;PR;4108809;11135;8197
2009;2;2204;586;MS;5206606;2809;2018
2009;5;2204;249;RS;4308607;2772;19272
2009;5;2204;764;RS;4302105;3024;8626
2009;9;2204;528;RS;4302105;41;115
2009;11;2204;676;RS;4307906;412344;111780
2009;11;2204;249;RS;4308607;9489;1309
2009;12;2204;249;RS;4302105;60859;121780
2009;12;2204;586;PR;4104204;22245;24689
2009;8;2204;586;MS;5206606;15608;14287
2009;1;2204;573;RS;4307906;23980;13680
2009;1;2204;249;RS;4302105;531;1612
2009;1;2204;676;RS;4307906;1335077;351600
2009;8;2204;40;SP;3418800;504;1155
2009;4;2204;586;MS;5206606;1992;2031
2009;4;2204;97;MS;5203207;23835;12347
2009;11;2204;586;RS;4308201;2700;4680
2009;9;2204;249;RS;4308607;3015;22890
2009;9;2204;23;RS;4302105;23125;40828
2009;9;2204;676;RS;4302105;167328;50400
2009;12;2204;676;RS;4307906;1119580;319860
2009;10;2204;676;RS;4302105;167328;50400
2009;12;2204;399;RS;4302105;9175;14210
2009;3;2204;607;PE;2608750;141000;168923
2009;4;2204;676;RS;4307906;644249;168000
2009;1;2204;445;RS;4302105;862;4552
2009;12;2204;160;RS;4302105;239800;86400
2009;7;2204;676;RS;4302105;214688;64665
2009;7;2204;399;RS;4302105;12330;20626
2009;8;2204;40;SP;3450308;900;2285
2009;3;2204;23;RS;4302105;29582;82044
2009;2;2204;399;SP;3450308;44000;32950
2009;9;2204;97;MS;5203207;83;214
2009;9;2204;741;RS;4302105;1216;3677
2009;9;2204;586;PR;4108304;1080;2079
2009;10;2204;445;RS;4302105;1620;14250
2009;12;2204;47;SP;3425904;2340;4785
2009;8;2204;249;RS;4308607;5729;43372
2009;1;2204;249;RS;4308607;914;7842
2009;4;2204;586;SP;3418800;145;3346
2009;10;2204;249;RS;4308201;46770;71696
2009;6;2204;160;RS;4307906;573696;172800
2009;4;2204;676;RS;4302105;143496;43200
2009;2;2204;586;PR;4108809;14019;7877
2009;7;2204;586;PR;4104204;45474;43392
2009;4;2204;573;RS;4302105;11484;44568
2009;3;2204;573;RS;4307906;23980;7200
2009;7;2204;345;RS;4304804;14;30
2009;11;2204;770;SP;3425904;2723;6066
2009;12;2204;158;RS;4314548;1080;6660
2009;11;2204;586;PR;4108304;765;2420
2009;6;2204;628;RS;4302105;12605;31396
2009;12;2204;97;RO;1100106;4731;4980
2009;4;2204;399;RS;4302105;9775;13210
2009;3;2204;47;SP;3425904;1575;1925
2009;11;2204;23;RS;4313086;1058;15788
2009;3;2204;249;RS;4308607;2129;17178
2009;11;2204;23;RS;4302105;11175;75139
2009;8;2204;445;RS;4302105;3689;13781
2009;6;2204;586;PR;4104204;44831;40417
2009;3;2204;40;PE;2608750;36180;68597
2009;10;2204;573;RS;4302105;8550;38416
2009;7;2204;249;RS;4302105;15188;29452
2009;7;2204;580;RS;4304804;24;30
2009;11;2204;40;RJ;3304557;1039;4785
2009;10;2204;628;RS;4302105;10178;16800
2009;10;2204;586;PR;4108809;11027;7930
2009;12;2204;764;RS;4308607;2070;10950
2009;2;2204;249;RS;4308201;14986;21830
2009;10;2204;586;SP;3418800;513;17972
2009;4;2204;249;RS;4308607;234;1856
2009;5;2204;97;MS;5206606;920;506
2009;5;2204;87;RS;4302105;1435;5124
2009;9;2204;317;RS;4304804;20;20
2009;9;2204;399;RS;4302105;24900;8750
2009;3;2204;87;RS;4307906;119900;36000
2009;6;2204;23;BA;2907202;10044;9749
2009;10;2204;249;RS;4302105;24295;48686
2009;1;2204;586;MS;5206606;976;1012
2009;3;2204;676;RS;4307906;1669282;427200
2009;10;2204;249;RS;4308607;1080;8400
2009;7;2204;249;RS;4308201;15708;23006
2009;10;2204;586;MS;5206606;1427;2195
2009;10;2204;399;SP;3448500;2657;8830
2009;8;2204;97;MS;5203207;5885;2676
2009;11;2204;249;RS;4308201;15792;26628
2009;6;2204;149;RS;4302105;2372;9826
2009;8;2204;23;RS;4302105;34812;43602
2009;8;2204;676;RS;4302105;211650;63750
2009;7;2204;586;PR;4108809;15462;10238
2009;6;2204;791;RS;4313086;360;3600
2009;6;2204;249;RS;4308607;2511;18417
2009;5;2204;586;PR;4104204;13641;11655
2009;5;2204;445;RS;4302105;2667;13504
2009;2;2204;399;RS;4302105;45738;149688
2009;9;2204;158;RS;4302105;2068;6250
2009;9;2204;687;RS;4304804;55;100
2009;10;2204;149;RS;4302105;1125;26000
2009;10;2204;676;RS;4307906;3789864;963600
2009;6;2204;232;RS;4302105;1980;21780
2009;10;2204;40;SP;3450308;450;1715
2009;4;2204;741;RS;4302105;2179;5217
2009;3;2204;249;RS;4308201;31108;46159
2009;6;2204;770;RS;4302105;1107;6852
2009;6;2204;586;PR;4108809;9124;5895
2009;7;2204;251;RS;4302105;5438;10802
2009;2;2204;676;RS;4307906;1097112;292800
2009;2;2204;63;SP;3450308;162;4523
2009;2;2204;573;RS;4307906;95920;28800
2009;5;2204;767;SC;4202404;743;914
2009;11;2204;341;SP;3425904;4500;5863
2009;7;2204;23;RS;4302105;3566;36648
2009;1;2204;586;PR;4108809;5290;3029
2009;8;2204;87;RS;4302105;2722;8292
2009;1;2204;351;RS;4302105;1620;7479
2009;11;2204;586;PR;4108809;9044;6937
2009;7;2204;97;MS;5206606;2300;1379
2009;4;2204;249;PR;4104204;7813;7114
2009;5;2204;249;RS;4307906;4482;14164
2009;2;2204;586;PR;4104204;12435;12222
2009;2;2204;791;RS;4302105;4896;23654
2009;2;2204;249;RS;4308607;2138;16821
2009;5;2204;249;RS;4302105;8761;21210
2010;3;2204;521;RS;4304804;20;40
2010;10;2204;244;RS;4302105;296;1254
2010;12;2204;628;RS;4302105;11599;41664
2010;4;2204;275;SP;3418800;612;4761
2010;10;2204;845;RS;4305439;126;408
2010;5;2204;628;RS;4319000;54;688
2010;2;2204;445;RS;4302105;5191;19927
2010;6;2204;607;PE;2608750;9964;36445
2010;8;2204;275;SP;3418800;162;994
2010;12;2204;845;RS;4305439;249;814
2010;1;2204;573;RS;4302105;12698;33180
2010;12;2204;275;RS;4302105;3374;13464
2010;7;2204;573;RS;4302105;504;4273
2010;1;2204;249;RS;4308201;32520;61465
2010;3;2204;249;RS;4308201;15120;28990
2010;9;2204;87;RS;4302105;957;5098
2010;11;2204;87;RS;4302105;16791;71708
2010;7;2204;375;RS;4302105;1170;9903
2010;8;2204;249;RS;4302105;22212;51202
2010;8;2204;586;PR;4104204;33123;35597
2010;8;2204;399;RS;4322806;370;1876
2010;8;2204;628;RS;4302105;20166;53698
2010;10;2204;23;RS;4302105;7961;45164
2010;5;2204;249;SP;3425904;12839;19139
2010;10;2204;77;RS;4302105;561;2514
2010;7;2204;767;RS;4302105;2025;21600
2010;6;2204;249;RS;4302105;189;2177
2010;12;2204;149;RS;4302105;4388;21315
2010;3;2204;249;RS;4308607;19632;54258
2010;7;2204;586;RS;4308201;1170;2028
2010;3;2204;586;RS;4308201;900;1560
2010;9;2204;603;RS;4302105;11450;43590
2010;5;2204;586;MS;5206606;18111;11427
2010;5;2204;586;PR;4108304;720;291
2010;12;2204;249;RS;4308201;31831;59973
2010;7;2204;741;RS;4302105;1780;6242
2010;3;2204;69;RS;4313086;923;9561
2010;11;2204;249;RS;4307906;5040;29275
2010;1;2204;97;RO;1100106;368;460
2010;12;2204;586;MS;5206606;7925;7189
2010;8;2204;399;RS;4302105;34026;39251
2010;11;2204;586;MS;5206606;2454;2100
2010;12;2204;97;RO;1100106;3160;5214
2010;11;2204;628;RS;4302105;30617;83923
2010;1;2204;249;RS;4302105;302;2865
2010;4;2204;603;RS;4302105;9104;52207
2010;4;2204;628;RS;4302105;8351;21450
2010;1;2204;586;PR;4108809;5766;4120
2010;6;2204;97;MS;5206606;11960;5553
2010;7;2204;249;RS;4308607;6093;44564
2010;6;2204;249;RS;4308607;2538;18039
2010;9;2204;845;RS;4305439;248;815
2010;7;2204;149;RS;4302105;1383;8815
2010;1;2204;87;RS;4302105;1913;7987
2010;1;2204;249;RS;4308607;13775;101219
2010;10;2204;47;SP;3425904;1800;2350
2010;7;2204;331;MG;3106200;335;621
2010;10;2204;69;RS;4313086;900;8399
2010;7;2204;586;MS;5206606;13666;7494
2010;10;2204;149;RS;4302105;2068;6243
2010;2;2204;249;RS;4302105;5314;31338
2010;8;2204;586;MS;5206606;24729;21747
2010;11;2204;249;RS;4308607;2520;18480
2010;10;2204;858;SP;3425904;8550;9139
2010;2;2204;249;RS;4308201;32688;61486
2010;11;2204;249;RS;4302105;16335;28190
2010;10;2204;586;PR;4108809;90;100
2010;5;2204;628;RS;4305108;55;1486
2010;6;2204;399;RS;4307906;49800;27500
2010;1;2204;399;RS;4302105;24900;8750
2010;2;2204;586;PR;4104204;40644;43519
2010;2;2204;586;PR;4108809;3646;2708
2010;11;2204;573;RS;4313409;1305;5395
2010;1;2204;232;RS;4302105;536;2465
2010;3;2204;40;SP;3405708;133156;860664
2010;11;2204;586;PR;4104204;24668;28433
2010;7;2204;628;RS;4302105;9178;18001
2010;6;2204;676;RS;4307906;1331761;335290
2010;7;2204;23;RS;4302105;1125;12000
2010;4;2204;676;RS;4307906;1073255;309893
2010;5;2204;493;RS;4307906;47664;12000
2010;10;2204;87;RS;4302105;2992;17895
2010;11;2204;386;RS;4302105;1557;5218
2010;11;2204;791;RS;4302105;1253;6611
2010;6;2204;40;SP;3450308;1639;1958
2010;5;2204;493;RS;4308201;71496;18000
2010;10;2204;586;PR;4108304;3781;13834
2010;2;2204;275;SP;3418800;192;1526
2010;6;2204;87;RS;4302105;7654;26213
2010;3;2204;586;MS;5206606;10812;6860
2010;10;2204;249;RS;4308607;4919;35686
2010;7;2204;244;RS;4302105;771;2078
2010;7;2204;77;RS;4302105;773;2894
2010;12;2204;87;RS;4302105;2384;12404
2010;9;2204;149;RS;4302105;3380;8440
2010;10;2204;399;SP;3450308;44000;43418
2010;5;2204;628;RS;4302105;28964;69686
2010;5;2204;399;SC;4216503;209;5501
2010;3;2204;676;RS;4307906;691396;200251
2010;8;2204;586;RS;4308201;2250;3900
2010;1;2204;586;PR;4108304;28920;12438
2010;6;2204;586;RS;4308201;270;468
2010;5;2204;249;RS;4308607;3321;24144
2010;11;2204;97;RO;1100106;768;1245
2010;10;2204;586;MS;5206606;11385;18472
2010;11;2204;244;RS;4302105;166;678
2010;5;2204;275;SP;3418800;264;2110
2010;9;2204;249;RS;4308607;6266;31415
2010;4;2204;249;RS;4302105;16092;20631
2010;4;2204;493;RS;4308201;95328;24000
2010;7;2204;676;RS;4307906;2858350;719627
2010;10;2204;232;RS;4302105;1278;5112
2010;11;2204;586;PR;4108304;2790;9903
2010;11;2204;676;RS;4307906;260513;118058
2010;8;2204;249;RS;4308607;7515;53411
2010;10;2204;375;RS;4302105;3159;35904
2010;7;2204;399;RS;4302105;5711;19096
2010;12;2204;77;RS;4302105;797;4085
2010;7;2204;580;RS;4304804;27;30
2010;3;2204;196;RS;4304804;12;30
2010;5;2204;23;RS;4313086;540;4464
2010;8;2204;586;PR;4108304;143592;106186
2010;10;2204;249;RS;4308201;15120;30063
2010;9;2204;40;SP;3418800;1587;3508
2010;2;2204;676;RS;4307906;334320;100800
2010;2;2204;345;RS;4304804;20;40
2010;5;2204;445;RS;4302105;2454;13211
2010;1;2204;40;SP;3450308;1850;3350
2010;7;2204;815;RS;4304804;18;20
2010;3;2204;586;PR;4108809;10758;8007
2010;9;2204;169;RS;4314902;68973;163092
2010;6;2204;23;RS;4302105;11456;33768
2010;10;2204;770;SP;3425904;1836;1269
2010;5;2204;232;RS;4302105;5220;61584
2010;5;2204;586;RS;4308201;630;1092
2010;3;2204;676;RS;4302105;167328;50400
2010;8;2204;47;SP;3425904;4500;5875
2010;1;2204;23;RS;4302105;3581;15336
2010;1;2204;676;RS;4307906;825396;237600
2010;11;2204;586;PR;4108809;225;234
2010;9;2204;249;RS;4308201;31163;58587
2010;4;2204;355;RS;4302105;540;4103
2010;5;2204;676;RS;4307906;713023;166580
2010;7;2204;586;PR;4108304;143496;105844
2010;5;2204;858;RS;4302105;459;1489
2010;5;2204;399;RS;4302105;9875;15440
2010;5;2204;249;RS;4308201;14364;29146
2010;4;2204;341;SP;3425904;2700;3750
2010;6;2204;586;MS;5206606;10290;8468
2010;10;2204;97;RO;1100106;46;75
2010;4;2204;331;MG;3106200;75;394
2010;5;2204;23;RS;4302105;1351;14299
2010;5;2204;87;RS;4302105;22768;94302
2010;10;2204;628;RS;4302105;18455;39891
2010;4;2204;399;RS;4307906;24900;8750
2010;7;2204;249;RS;4308201;15120;28342
2010;12;2204;249;RS;4308607;6930;50508
2010;6;2204;445;RS;4302105;545;4386
2010;12;2204;845;RJ;3304201;472;21325
2010;12;2204;586;PR;4104204;25485;43650
2010;6;2204;493;RS;4307906;119160;30000
2010;12;2204;160;RS;4302105;1211;3924
2010;9;2204;97;RO;1100106;419;703
2010;2;2204;687;RS;4304804;36;60
2010;7;2204;845;RS;4305439;237;706
2010;4;2204;249;RS;4308201;20491;26679
2010;6;2204;586;PR;4104204;33016;34974
2010;9;2204;586;MS;5206606;2702;7041
2010;2;2204;149;RS;4302105;772;4553
2010;8;2204;573;RS;4302105;9212;23290
2010;5;2204;47;SP;3425904;3510;4583
2010;3;2204;317;RS;4304804;4;10
2010;2;2204;399;SP;3450308;44000;43196
2010;4;2204;586;PR;4108304;9600;4107
2010;4;2204;337;RS;4302105;783;3654
2010;5;2204;249;RS;4302105;135;1779
2010;10;2204;676;RS;4307906;118415;53663
2010;7;2204;586;PR;4104204;29599;32322
2010;6;2204;628;RS;4302105;9686;20459
2010;5;2204;77;RS;4302105;1190;4061
2010;2;2204;607;PE;2608750;23500;8603
2010;9;2204;251;RS;4302105;9250;23800
2010;5;2204;573;RS;4302105;23475;77892
2010;10;2204;770;RJ;3305802;2505;2355
2010;12;2204;23;RS;4302105;3659;20512
2010;10;2204;845;RS;4300034;54;186
2010;9;2204;573;RS;4302105;43070;169596
2010;4;2204;251;RS;4302105;7093;18838
2011;4;2204;249;RS;4308607;2070;15330
2011;3;2204;160;RS;4302105;12148;35492
2011;3;2204;791;RS;4302105;5236;24056
2011;6;2204;538;RS;4307906;581;4429
2011;4;2204;548;RS;4314902;886;3196
2011;7;2204;586;RS;4302105;1555;4815
2011;7;2204;586;PR;4108809;90;101
2011;6;2204;249;RS;4308201;31314;160348
2011;6;2204;69;RS;4313086;1157;14808
2011;3;2204;249;SP;3450308;4;175
2011;2;2204;628;RS;4302105;9504;20038
2011;12;2204;249;RS;4308201;14616;24733
2011;5;2204;127;SP;3425904;600;825
2011;12;2204;160;RS;4302105;7895;108612
2011;5;2204;40;RJ;3304557;60;3858
2011;10;2204;791;RS;4302105;1911;12835
2011;9;2204;65;SP;3425904;900;1680
2011;10;2204;87;RS;4317103;2772;16576
2011;10;2204;160;RS;4308607;6196;18170
2011;6;2204;160;SP;3425904;450;713
2011;4;2204;586;PR;4108304;59;216
2011;7;2204;628;RS;4302105;10784;20038
2011;12;2204;351;RS;4302105;838;3426
2011;12;2204;249;RS;4308607;3467;12407
2011;8;2204;628;RS;4302105;19746;52078
2011;5;2204;345;RS;4304804;36;40
2011;6;2204;249;RS;4302105;16200;28752
2011;1;2204;628;RS;4302105;9504;20038
2011;3;2204;586;PR;4104204;29613;32159
2011;10;2204;232;RS;4302105;6075;25129
2011;11;2204;40;RJ;3304557;220;2386
2011;9;2204;586;RS;4308201;6300;12975
2011;11;2204;23;RS;4302105;3347;26581
2011;7;2204;586;PR;4108304;2250;4277
2011;10;2204;97;RO;1100106;239;361
2011;9;2204;845;RS;4305439;180;587
2011;3;2204;628;RS;4302105;28942;67841
2011;2;2204;87;RS;4302105;1986;9609
2011;2;2204;77;RS;4308607;9144;65766
2011;8;2204;249;RS;4308607;3821;27320
2011;5;2204;586;RS;4308201;1350;2340
2011;5;2204;199;SP;3425904;2880;4899
2011;10;2204;249;RS;4302105;22329;52467
2011;11;2204;97;RO;1100106;1448;2256
2011;10;2204;586;MS;5206606;15273;23688
2011;7;2204;97;RO;1100106;641;1088
2011;7;2204;375;RS;4302105;4506;23298
2011;3;2204;40;RJ;3304557;10;1377
2011;3;2204;249;RS;4308607;3708;26582
2011;3;2204;586;PR;4108809;90;96
2011;4;2204;573;RS;4302105;13128;36498
2011;12;2204;245;SP;3450308;5926;29675
2011;7;2204;586;MS;5206606;16695;16938
2011;9;2204;249;RS;4308607;9950;34148
2011;11;2204;232;RS;4302105;13828;31917
2011;6;2204;40;RJ;3304557;33;623
2011;11;2204;386;SC;4205407;11416;78873
2011;4;2204;249;RS;4308201;16576;27440
2011;9;2204;47;SP;3425904;1530;2125
2011;5;2204;331;MG;3106200;192;498
2011;7;2204;399;RS;4302105;10167;20447
2011;6;2204;586;RS;4308201;1950;3565
2011;3;2204;97;RO;1100106;658;1039
2011;7;2204;249;RS;4305108;9450;14389
2011;9;2204;169;RS;4302105;90;1068
2011;6;2204;586;PR;4108809;90;100
2011;1;2204;97;MS;5203207;36;88
2011;5;2204;249;RS;4302105;5400;32724
2011;3;2204;47;SP;3425904;1530;2125
2011;9;2204;548;RS;4314902;1992;6402
2011;10;2204;249;RS;4308201;78078;398830
2011;10;2204;40;RJ;3304557;174;1617
2011;2;2204;47;SP;3425904;1080;1500
2011;12;2204;232;RS;4302105;13758;30141
2011;12;2204;888;SP;3425904;360;570
2011;5;2204;160;RS;4308201;891;3396
2011;12;2204;586;MS;5206606;13620;7888
2011;9;2204;97;RO;1100106;368;566
2011;11;2204;87;RS;4302105;7044;36154
2011;11;2204;586;RS;4308201;1800;3720
2011;9;2204;586;MS;5206606;4470;2908
2011;10;2204;375;RS;4302105;540;2487
2011;4;2204;603;RS;4302105;7196;39159
2011;11;2204;586;MS;5206606;4910;4831
2011;4;2204;271;RS;4302105;13691;56753
2011;9;2204;573;RS;4302105;30504;90900
2011;3;2204;249;RS;4302105;15984;28714
2011;11;2204;160;RS;4302105;900;6096
2011;9;2204;521;RS;4304804;39;20
2011;4;2204;97;RO;1100106;548;880
2011;2;2204;40;RJ;3304557;184;988
2011;8;2204;169;RS;4314902;12973;29812
2011;8;2204;586;PR;4108304;2250;3761
2011;5;2204;586;PR;4104204;29080;31788
2011;10;2204;791;RS;4313086;225;2400
2011;6;2204;97;RO;1100106;895;1491
2011;11;2204;770;SP;3448500;3605;3467
2011;4;2204;149;RS;4302105;79;322
2011;10;2204;764;RS;4302105;540;10065
2011;11;2204;249;RS;4308201;7560;15141
2011;4;2204;351;RS;4302105;124;762
2011;12;2204;69;RS;4313086;2475;25896
2011;12;2204;573;RS;4302105;11700;32656
2011;8;2204;586;MS;5206606;127;1726
2011;12;2204;493;RS;4302105;1350;7200
