CO_ANO,CO_MES,CO_NCM,CO_UNID,CO_PAIS,SG_UF_NCM,CO_VIA,CO_URF,QT_ESTAT,KG_LIQUIDO,VL_FOB,CO_SH
2001,10,22041010,17,249,SP,4,817600,5,9,27,2204
2001,1,22043000,17,586,PR,7,910651,736,736,314,2204
2001,11,22043000,17,586,RS,9,910600,1688,1688,1323,2204
2001,11,22042900,17,586,SP,9,910600,280,280,132,2204
2001,9,22042900,17,399,RS,1,1010500,60000,60000,29400,2204
2001,5,22042900,17,586,PR,7,145300,23460,23460,5101,2204
2001,12,22043000,17,845,RS,4,717700,2150,5330,1516,2204
2001,5,22042900,17,586,SP,9,910600,44680,44680,20979,2204
2001,10,22042900,17,586,RS,9,145300,12300,12300,5029,2204
2001,9,22042100,17,586,SC,7,145300,15418,15418,8180,2204
2001,12,22041010,17,23,SP,4,817600,45,74,703,2204
2001,8,22042900,17,586,SP,9,910600,1394,1394,571,2204
2001,5,22042100,17,23,SP,4,817600,1428,1673,11157,2204
2001,8,22042900,17,845,RS,9,1011052,624,624,389,2204
2001,9,22042100,17,586,SC,9,145300,16188,16188,8548,2204
2001,6,22042900,17,586,SC,9,910600,12830,12840,4958,2204
2001,4,22042100,17,586,RS,9,910600,5351,5351,2683,2204
2001,2,22041090,17,63,SP,7,1010900,2160,2736,6011,2204
2001,4,22041090,17,23,SP,1,817800,1800,2160,4608,2204
2001,4,22042100,17,399,RS,1,1010500,8755,11985,19270,2204
2001,2,22042900,17,586,RS,7,910600,9600,9600,4394,2204
2001,11,22042900,17,40,ND,1,717600,55,41,338,2204
2001,3,22041010,17,586,SP,9,910600,454,454,473,2204
2001,8,22042900,17,586,PR,9,145300,10120,10120,4906,2204
2001,6,22042900,17,586,RS,7,910600,1200,1200,510,2204
2001,9,22042100,17,40,SP,1,717600,240,366,328,2204
2001,1,22042100,17,586,SP,9,910600,9349,9349,6133,2204
2001,9,22042100,17,97,SC,6,145200,62001,61961,26831,2204
2001,10,22042100,17,63,SP,4,817600,878,1477,2393,2204
2001,10,22041010,17,40,ND,4,717700,40,256,87,2204
2001,4,22042900,17,586,SC,7,145300,2000,9200,3692,2204
2001,4,22042900,17,97,MT,7,130151,200,1980,872,2204
2001,4,22042100,17,399,RS,4,1017600,364,1638,3290,2204
2001,4,22041010,17,249,SP,4,817600,60,72,156,2204
2001,10,22042900,17,586,SC,7,145300,9744,9744,5106,2204
2001,10,22042100,17,586,SP,7,145300,193,193,40,2204
2001,10,22042100,17,586,SP,9,910600,51705,51705,21563,2204
2001,9,22042900,17,586,SC,9,145300,1104,1104,558,2204
2001,9,22042100,17,586,PR,9,145300,13800,13800,6159,2204
2001,9,22042900,17,586,RS,7,910600,1800,1800,681,2204
2001,6,22042100,17,586,SP,7,145300,494,494,107,2204
2001,10,22042100,17,586,RS,7,910600,37560,37560,13912,2204
2001,5,22042100,17,249,SP,4,817600,2520,2894,6079,2204
2001,10,22042900,17,586,PB,9,910600,891,891,449,2204
2001,7,22042100,17,586,SC,7,145300,31907,31907,14643,2204
2001,7,22042100,17,586,SP,9,910600,96421,98021,44350,2204
2001,7,22041010,17,586,SP,7,910600,1800,1798,2800,2204
2001,3,22041010,17,586,RS,9,910600,1025,1025,1059,2204
2001,3,22042900,17,845,RS,9,1010252,9,108,75,2204
2001,9,22041010,17,586,RS,7,910600,3840,1707,5824,2204
2001,11,22042100,17,586,SC,7,145300,51216,51216,27486,2204
2001,6,22042100,17,97,PR,6,145200,756,756,224,2204
2001,12,22042100,17,40,ND,4,717700,1276,2101,10073,2204
2001,12,22042100,17,589,SP,4,717700,1750,2625,1938,2204
2001,2,22042100,17,271,RS,1,1010500,5832,5832,11534,2204
2001,7,22042900,17,586,PR,9,910600,60,60,24,2204
2001,10,22042100,17,586,RS,9,910600,281411,281411,109453,2204
2001,3,22042100,17,399,RS,1,1010500,6675,6675,6050,2204
2001,6,22042100,17,586,SC,9,910600,184,184,78,2204
2001,1,22043000,17,586,RS,9,910600,6896,6896,6014,2204
2001,6,22042100,17,586,RS,9,910600,3096,62832,30110,2204
2001,3,22042900,17,586,SC,7,145300,28056,28056,6849,2204
2001,1,22042900,17,399,RS,1,1010500,21000,21000,28350,2204
2001,11,22041090,17,40,ND,1,717600,75,56,199,2204
2001,10,22042100,17,399,RS,1,1010500,11775,11775,11400,2204
2001,11,22042100,17,40,ND,1,717600,3151,3372,2103,2204
2001,1,22041010,17,586,RS,9,910600,2847,2847,2991,2204
2001,5,22042900,17,586,RS,7,910600,12000,12000,4896,2204
2001,5,22042100,17,586,SC,9,910600,230,230,101,2204
2001,2,22041010,17,97,SP,7,145200,450,453,1100,2204
2001,4,22042900,17,399,RS,1,1010500,26842,26630,13307,2204
2001,2,22041010,17,586,SC,9,910600,4011,4011,1506,2204
2001,2,22041010,17,586,RS,9,910600,4379,4379,3135,2204
2001,4,22042100,17,586,SC,9,910600,193,193,107,2204
2001,4,22042100,17,271,RS,1,1010500,5832,5832,11534,2204
2001,3,22042100,17,586,SP,9,910600,2913,2913,1666,2204
2001,3,22041090,17,249,SP,4,817600,6181,5661,42225,2204
2001,6,22042100,17,586,SC,7,145300,17225,17225,9143,2204
2001,6,22042100,17,271,RS,1,817800,5832,5832,11534,2204
2001,5,22042100,17,586,SP,7,910600,5739,5738,4659,2204
2001,5,22042100,17,586,RS,9,910600,2405,19581,9846,2204
2001,6,22042900,17,586,SC,9,145300,300,300,150,2204
2001,1,22041010,17,586,SC,9,910600,6336,6336,4271,2204
2001,8,22042900,17,586,SC,9,910600,3671,3885,1285,2204
2001,11,22042100,17,40,RJ,1,717600,1100,5060,2356,2204
2001,12,22042100,17,586,SC,7,910600,8096,8096,2565,2204
2001,9,22042100,17,586,RS,9,910600,166114,166114,68571,2204
2001,10,22042900,17,586,SC,9,145300,6066,6066,3152,2204
2001,12,22041010,17,63,SP,4,817600,810,2308,2813,2204
2001,2,22041010,17,63,MN,7,1010900,1440,1809,12071,2204
2001,12,22042900,17,586,PR,9,145300,39100,39100,19644,2204
2001,11,22041090,17,249,SP,4,817600,158,352,832,2204
2001,11,22042900,17,586,RS,9,145300,12300,12300,5117,2204
2001,6,22042100,17,249,SP,4,817600,600,682,1893,2204
2001,11,22041090,17,275,SP,4,817600,587,2036,6654,2204
2001,3,22041010,17,845,RS,9,1011000,72,72,42,2204
2001,8,22042100,17,586,RS,9,910600,199756,201681,86075,2204
2001,8,22041090,17,63,SP,4,817600,36,61,120,2204
2001,1,22042900,17,586,RS,7,910600,4800,4800,2253,2204
2001,8,22042100,17,586,RS,7,910600,54000,54000,21582,2204
2001,2,22042100,17,586,SP,9,910600,2004,2004,931,2204
