CO_ANO,CO_MES,CO_NCM,CO_UNID,CO_PAIS,SG_UF_NCM,CO_VIA,CO_URF,QT_ESTAT,KG_LIQUIDO,VL_FOB,CO_SH
2012,6,22042100,17,603,RS,1,1017700,13554,13154,55322,2204
2012,6,22042100,17,628,RS,1,1017700,33930,33930,118717,2204
2012,9,22041010,17,249,RS,0,717700,2250,4627,15697,2204
2012,6,22042100,17,628,RS,1,817800,1350,1350,5396,2204
2012,5,22042100,17,275,RS,1,1017700,2979,2979,10675,2204
2012,3,22041010,17,271,RS,1,1017700,378,378,4084,2204
2012,12,22042100,17,573,RS,1,1017700,6480,6480,33084,2204
2012,6,22042100,17,586,RS,7,910600,900,900,1860,2204
2012,12,22041090,17,399,RS,1,1017700,306,306,2374,2204
2012,10,22041010,17,249,RS,1,1017700,5400,5400,26160,2204
2012,10,22042100,17,850,RS,1,817800,990,1005,6882,2204
2012,3,22041090,17,87,RS,1,1017700,450,408,2128,2204
2012,12,22042911,17,97,RJ,9,250151,1264,1264,1691,2204
2012,12,22042911,17,586,SC,7,145300,6719,7410,4035,2204
2012,2,22042911,17,586,SC,7,145300,5570,5570,4047,2204
2012,8,22042100,17,77,RS,0,717700,383,383,3429,2204
2012,4,22041090,17,586,RS,7,145300,281,281,1163,2204
2012,9,22041010,17,573,RS,1,1017700,540,540,3593,2204
2012,5,22042100,17,628,RS,4,817600,272,161,743,2204
2012,3,22042100,17,399,RS,1,817800,2250,2239,14510,2204
2012,12,22042100,17,158,RS,7,1010900,8550,8550,15438,2204
2012,12,22041090,17,586,SC,9,910651,92,92,104,2204
2012,5,22042100,17,586,SC,7,145300,2764,2764,3118,2204
2012,3,22041010,17,628,RS,1,1017700,450,473,4019,2204
2012,7,22042911,17,97,RJ,9,250151,640,640,890,2204
2012,6,22042911,17,586,SC,7,145300,9334,9334,5729,2204
2012,5,22042100,17,249,RS,1,1017700,12852,15161,27836,2204
2012,7,22042100,17,271,RS,1,1017700,8040,6030,25990,2204
2012,5,22043000,17,169,RS,1,1017700,14000,14000,33320,2204
2012,5,22042100,17,77,RS,0,717700,225,225,2073,2204
2012,12,22042100,17,23,RS,1,1017700,3365,4365,33138,2204
2012,9,22042100,17,586,SC,7,145300,1800,1873,3081,2204
2012,11,22041090,17,586,SC,9,910651,46,46,53,2204
2012,2,22041010,17,573,RS,1,817800,36,101,483,2204
2012,4,22043000,17,169,RS,1,1017700,26973,26973,63132,2204
2012,4,22042100,17,767,RS,1,1017700,4014,4014,47240,2204
2012,4,22042100,17,586,RS,7,145300,3698,3698,9212,2204
2012,11,22042100,17,586,PR,7,145300,10080,10080,13671,2204
2012,9,22042100,17,69,RS,1,817800,4533,4533,24209,2204
2012,5,22042100,17,586,RS,9,145300,3015,4362,7151,2204
2012,5,22042100,17,160,RS,4,817600,9,15,24,2204
2012,3,22042919,17,580,RJ,4,717700,53,39,2262,2204
2012,6,22041090,17,586,PR,9,145300,270,270,1353,2204
2012,6,22041010,17,87,RS,1,817800,366,305,1868,2204
2012,7,22041090,17,87,RS,1,817800,2,2,7,2204
2012,3,22041090,17,386,ND,4,817600,120,90,1894,2204
2012,9,22041090,17,351,PR,1,817800,18,41,160,2204
2012,5,22042911,17,160,SP,4,817600,15,15,14,2204
2012,10,22041090,17,623,RS,4,817600,68,80,483,2204
2012,8,22042100,17,628,RS,1,1017700,5940,5940,25560,2204
2012,8,22042100,17,586,RS,7,910600,900,900,1860,2204
2012,12,22042911,17,586,RS,7,145300,240,240,501,2204
2012,6,22042911,17,586,PR,9,145300,3312,3312,4873,2204
2012,9,22041010,17,628,RS,1,1017700,1080,1080,9359,2204
2012,7,22042100,17,160,RS,4,817600,405,338,4569,2204
2012,3,22041090,17,351,ZN,4,817900,18,9,181,2204
2012,9,22042100,17,244,RS,1,1017700,540,540,2640,2204
2012,7,22041090,17,232,RS,1,1017700,432,432,1974,2204
2012,3,22041010,17,87,RS,1,817800,90,74,391,2204
2012,4,22042100,17,47,SP,1,817800,2184,2184,3375,2204
2012,4,22041010,17,249,RS,0,717700,1170,2711,9932,2204
2012,10,22042100,17,573,RS,1,1017700,12150,12150,59609,2204
2012,7,22041010,17,149,RS,1,817800,522,640,4663,2204
2012,11,22042100,17,628,SC,1,817800,95,567,6840,2204
2012,7,22041090,17,538,RS,1,1017700,72,72,389,2204
2012,12,22042100,17,399,RS,1,1017700,5094,4552,27238,2204
2012,6,22041090,17,249,RS,1,1017700,10800,10800,52320,2204
2012,1,22041010,17,40,RE,4,717700,40,73,1426,2204
2012,5,22042100,17,586,PR,7,145300,15237,18252,22142,2204
2012,6,22042911,17,97,RJ,9,250151,2047,2047,2742,2204
2012,3,22042100,17,586,PR,9,145300,7911,7911,12198,2204
2012,11,22041010,17,249,RS,0,717700,2800,5037,16516,2204
2012,5,22043000,17,586,RS,9,145300,1584,1302,3486,2204
2012,7,22042100,17,548,RS,4,817600,59,59,447,2204
2012,3,22042100,17,791,RS,1,1017700,5918,5990,19656,2204
2012,9,22042100,17,351,PR,1,817800,397,718,1023,2204
2012,6,22042100,17,764,RS,1,1017700,2705,2705,17280,2204
2012,3,22042919,17,87,RS,1,1017700,30,83,466,2204
2012,2,22042100,17,770,SP,1,817800,396,396,1288,2204
2012,2,22042100,17,845,RS,7,1015500,369,369,1325,2204
2012,8,22042911,17,586,SC,9,910651,90,90,109,2204
2012,4,22042100,17,586,SC,7,145300,900,991,1649,2204
2012,10,22041090,17,249,RS,1,1017700,5400,5400,26160,2204
2012,12,22041010,17,249,ZN,4,817600,120,200,1092,2204
2012,7,22042100,17,77,RS,0,717700,149,149,840,2204
2012,12,22042100,17,87,RS,1,1017700,752,707,4124,2204
2012,11,22043000,17,586,RS,7,145300,2148,1968,5591,2204
2012,12,22042100,17,149,RS,1,817800,1125,1125,6151,2204
2012,10,22042911,17,586,SC,7,145300,2175,2225,1380,2204
2012,7,22042100,17,538,RS,1,1017700,2565,2559,17912,2204
2012,5,22042100,17,586,PR,9,145300,19685,19685,25676,2204
2012,12,22042919,17,676,RS,1,1017700,840000,834192,411600,2204
2012,1,22042100,17,160,RS,1,1017700,29655,12363,62982,2204
2012,12,22042100,17,586,RS,7,145300,2332,2302,5292,2204
2012,2,22041010,17,628,RS,1,1017700,450,1089,4019,2204
2012,2,22041090,17,573,RS,1,817800,225,224,1066,2204
2012,2,22042100,17,573,RS,1,817800,1260,971,4627,2204
2012,4,22042100,17,331,MG,1,817800,81,81,392,2204
2012,8,22041010,17,399,RS,1,1017700,135,135,636,2204
2012,8,22042100,17,445,RS,1,817800,2444,2444,16547,2204
2012,9,22042100,17,573,RS,1,1017700,27540,27540,204289,2204
2012,11,22042100,17,160,RS,1,1017700,16187,25824,174900,2204
2012,12,22041010,17,23,RS,1,1017700,810,810,4884,2204
2012,10,22042100,17,586,RS,7,145300,76,134,72,2204
2012,3,22041010,17,69,RS,1,817800,293,293,3442,2204
2012,7,22042100,17,586,SC,7,145300,1998,2003,1698,2204
2012,11,22042919,17,676,RS,1,1017700,2568000,2550418,1098368,2204
2012,9,22042911,17,586,PR,7,145300,138,291,224,2204
2012,5,22041010,17,249,RS,0,717700,6575,13673,47006,2204
2012,5,22041010,17,160,RS,1,1017700,630,627,5278,2204
2012,10,22042100,17,623,RS,4,817600,68,94,458,2204
2012,7,22042100,17,573,RS,1,1017700,14405,14405,71496,2204
