CO_ANO,CO_MES,CO_NCM,CO_UNID,CO_PAIS,SG_UF_NCM,CO_VIA,CO_URF,QT_ESTAT,KG_LIQUIDO,VL_FOB,CO_SH
2022,4,22042211,17,741,SP,1,817800,38,56,135,2204
2022,5,22042211,17,580,SP,1,817800,37,37,346,2204
2022,11,22042211,17,580,ES,1,727600,100,100,268,2204
2022,3,22042211,17,476,SP,1,817800,112,113,622,2204
2022,6,22042100,17,580,RS,1,1017700,73,73,225,2204
2022,8,22043000,17,467,SP,1,817800,2,2,7,2204
2022,12,22042211,17,476,RS,1,1017700,91,92,82,2204
2022,6,22042211,17,467,PR,1,917800,9,9,69,2204
2022,6,22042100,17,434,SC,1,927700,18,18,63,2204
2022,9,22042100,17,337,RR,7,260152,96,96,414,2204
2022,11,22042211,17,351,RS,1,1017700,109,109,185,2204
2022,7,22042211,17,351,SP,1,817800,8,8,136,2204
2022,11,22042100,17,434,MA,1,317903,379,379,1094,2204
2022,12,22043000,17,586,RS,7,917500,4989,5409,6426,2204
2022,3,22042211,17,351,SP,1,817800,143,333,661,2204
2022,4,22042100,17,705,PR,1,917800,10,10,21,2204
2022,1,22042100,17,434,ES,1,727600,158,158,212,2204
2022,5,22041090,17,580,ES,1,717800,9,9,34,2204
2022,3,22042100,17,434,SC,1,927700,25,25,107,2204
2022,3,22042100,17,160,SP,1,817800,134,168,809,2204
2022,3,22041090,17,580,MA,1,317903,56,70,103,2204
2022,6,22042100,17,467,SP,1,817800,51,52,230,2204
2022,4,22042100,17,580,SC,1,927700,30,20,56,2204
2022,4,22042100,17,163,PR,1,927700,48,48,148,2204
2022,6,22042211,17,476,RJ,1,717800,5,5,15,2204
2022,9,22042100,17,77,ES,1,727600,57,56,294,2204
2022,10,22042100,17,434,BA,1,517800,8,8,48,2204
2022,8,22042211,17,351,MA,1,317903,97,88,389,2204
2022,7,22042100,17,580,PA,0,210200,12,12,78,2204
2022,9,22042211,17,628,SP,1,817800,18,18,268,2204
2022,10,22041090,17,580,ES,1,727600,18,18,11,2204
2022,11,22042100,17,23,RS,1,917800,2070,2070,9883,2204
2022,3,22042100,17,249,RS,1,1017700,20520,20520,31566,2204
2022,6,22042910,17,580,ES,1,727600,9,9,52,2204
2022,3,22041090,17,169,RS,1,817800,540,855,2009,2204
2022,12,22042100,17,800,SP,1,817800,17280,17280,25519,2204
2022,2,22042100,17,580,PA,1,217800,72,94,383,2204
2022,12,22041090,17,476,SP,1,817800,36,36,110,2204
2022,12,22042100,17,467,RS,1,1017700,9,9,69,2204
2022,9,22042100,17,351,SP,1,817800,11,11,0,2204
2022,12,22042100,17,628,ES,1,727600,23,14,138,2204
2022,10,22041090,17,476,SP,1,817800,5,5,12,2204
2022,7,22042100,17,580,RS,1,1017700,16,16,51,2204
2022,1,22041090,17,434,SC,1,927502,120,142,246,2204
2022,9,22042211,17,741,RJ,1,710251,28,23,144,2204
2022,8,22041010,17,845,RS,7,1010351,16,17,222,2204
2022,7,22041090,17,476,PR,1,917800,3,4,21,2204
2022,5,22042100,17,476,RS,1,1017700,6,6,20,2204
