CO_ANO,CO_MES,CO_NCM,CO_UNID,CO_PAIS,SG_UF_NCM,CO_VIA,CO_URF,QT_ESTAT,KG_LIQUIDO,VL_FOB,CO_SH
2015,3,22042911,17,97,PR,9,250151,19,17,51,2204
2015,5,22042100,17,23,RS,1,1017700,5175,5171,20718,2204
2015,3,22042100,17,249,PR,1,917800,16200,16200,24120,2204
2015,10,22042100,17,445,RS,1,817800,1467,1467,10245,2204
2015,5,22041010,17,628,RS,1,1017700,88,396,2288,2204
2015,10,22041010,17,586,RS,7,145300,604,604,2214,2204
2015,12,22043000,17,160,RS,1,1017700,4901,4143,6502,2204
2015,9,22041090,17,845,RS,7,1015500,900,920,4596,2204
2015,2,22042100,17,573,RS,1,1017700,11273,11273,56625,2204
2015,8,22041010,17,97,RS,7,145200,450,451,2750,2204
2015,11,22042100,17,586,RS,7,145300,12060,12027,15648,2204
2015,6,22042100,17,770,SP,1,817800,450,450,700,2204
2015,9,22041010,17,845,RS,0,717700,594,1212,4368,2204
2015,9,22042100,17,586,RS,7,145300,315,268,453,2204
2015,5,22042100,17,586,RS,7,910600,50769,50781,101065,2204
2015,1,22041010,17,97,RS,7,145200,135,140,734,2204
2015,6,22042919,17,586,RS,7,910600,60,60,800,2204
2015,1,22042100,17,628,SC,1,817800,1319,1392,9265,2204
2015,12,22041010,17,160,RS,1,1017700,1337,1411,4317,2204
2015,10,22041090,17,249,SP,1,817800,2394,2394,8064,2204
2015,2,22042100,17,628,RS,1,1017700,3059,6324,33945,2204
2015,4,22041010,17,399,SC,1,817800,45,38,307,2204
2015,4,22042100,17,399,SC,1,817800,234,195,2505,2204
2015,7,22042100,17,40,SP,1,817800,1908,1908,17089,2204
2015,9,22042100,17,791,RS,1,1017700,2296,2297,15304,2204
2015,5,22042100,17,573,RS,1,1017700,750,3375,23625,2204
2015,12,22042100,17,160,RS,1,1017700,3801,9049,20738,2204
2015,9,22041090,17,399,SC,1,817800,270,286,1494,2204
2015,7,22041010,17,399,RS,1,817800,279,288,1260,2204
2015,10,22042100,17,586,PR,7,145300,34044,38081,45582,2204
2015,5,22041090,17,23,RS,1,1017700,1575,1575,6117,2204
2015,9,22041010,17,767,RS,1,1017700,1080,1080,9648,2204
2015,3,22041090,17,538,RS,1,817800,2475,2574,8158,2204
2015,10,22042100,17,586,SP,7,145300,360,356,417,2204
2015,2,22042100,17,399,SC,4,817600,18,18,192,2204
2015,2,22042911,17,199,RS,1,1017700,12440,12440,13824,2204
