CO_ANO,CO_MES,CO_NCM,CO_UNID,CO_PAIS,SG_UF_NCM,CO_VIA,CO_URF,QT_ESTAT,KG_LIQUIDO,VL_FOB,CO_SH
2010,8,22042100,17,249,RS,0,717700,90,90,1116,2204
2010,10,22042911,17,586,PR,9,910651,90,90,100,2204
2010,5,22041010,17,249,RS,0,717700,90,90,1065,2204
2010,1,22043000,17,586,PR,9,910651,130,1570,1172,2204
2010,5,22042919,17,87,RS,1,1017700,30,30,454,2204
2010,12,22042100,17,77,RS,0,717700,333,651,3290,2204
2010,8,22042100,17,586,RS,7,910600,145842,145842,110086,2204
2010,5,22042100,17,87,RS,1,1017700,8042,16770,71438,2204
2010,3,22041090,17,317,RS,1,1017700,5,4,10,2204
2010,3,22043000,17,586,SC,7,145300,9408,9408,5269,2204
2010,10,22042100,17,858,SP,1,817800,8550,8550,9139,2204
2010,11,22042919,17,676,RS,1,1017700,262350,260513,118058,2204
2010,4,22042100,17,355,RS,1,1017700,540,540,4103,2204
2010,4,22042100,17,249,RS,1,1017700,12299,15789,20687,2204
2010,7,22042100,17,399,RS,1,1017700,495,974,3856,2204
2010,6,22042911,17,586,SC,7,145300,9043,9043,5930,2204
2010,10,22042100,17,244,RS,4,817600,54,98,450,2204
2010,5,22042919,17,676,RS,1,1017700,718050,713023,166580,2204
2010,10,22042100,17,77,RS,0,717700,266,561,2514,2204
2010,5,22041090,17,445,RS,1,817800,63,63,342,2204
2010,10,22042100,17,249,RS,1,1017700,1680,15120,30063,2204
2010,12,22042100,17,87,RS,1,817800,2365,2384,12404,2204
2010,10,22042911,17,770,SP,1,817800,300,2505,2355,2204
2010,11,22042100,17,87,RS,1,1017700,5616,11841,54208,2204
2010,9,22041090,17,603,RS,1,1017700,90,90,599,2204
2010,4,22042100,17,337,RS,1,817800,783,783,3654,2204
2010,11,22042100,17,249,RS,0,717700,135,135,2322,2204
2010,10,22042100,17,23,RS,1,1017700,5481,7961,45164,2204
2010,5,22042100,17,573,RS,1,1017700,8730,18234,57548,2204
2010,5,22042911,17,586,SC,7,145300,14276,14626,8067,2204
2010,12,22042100,17,23,RS,1,1017700,3200,3276,18389,2204
2010,7,22042100,17,741,RS,1,1017700,797,1533,5504,2204
2010,5,22041010,17,628,RS,1,1017700,900,1980,8039,2204
2010,10,22041010,17,586,RS,7,910600,3781,3781,13834,2204
2010,11,22042911,17,586,SC,7,145300,1932,1932,1759,2204
2010,1,22042911,17,97,RJ,9,250151,368,368,460,2204
2010,10,22042100,17,149,RS,1,817800,1125,2068,6243,2204
2010,12,22042911,17,586,PR,7,145300,1653,1338,1568,2204
2010,3,22043000,17,586,PR,7,910651,390,4571,3514,2204
2010,2,22042100,17,249,RS,1,1017700,9141,38002,92824,2204
2010,2,22041010,17,445,RS,1,1017700,180,396,1363,2204
2010,2,22042911,17,345,RS,1,1017700,9,20,40,2204
