CO_ANO,CO_MES,CO_NCM,CO_UNID,CO_PAIS,SG_UF_NCM,CO_VIA,CO_URF,QT_ESTAT,KG_LIQUIDO,VL_FOB,CO_SH
2016,5,22042919,17,160,RS,1,1017700,300,300,3750,2204
2016,12,22042100,17,40,RS,1,927800,5759,5759,31342,2204
2016,5,22041090,17,249,RS,1,817800,441,466,2636,2204
2016,8,22043000,17,399,RS,1,1017700,1663,1663,3360,2204
2016,8,22042100,17,386,RS,1,817800,585,585,3465,2204
2016,8,22042911,17,97,RJ,9,250151,596,596,830,2204
2016,5,22041010,17,97,RS,7,145200,225,234,941,2204
2016,12,22042911,17,586,SC,7,145300,4680,4680,3112,2204
2016,12,22042911,17,586,RS,7,145300,184,148,289,2204
2016,8,22042100,17,586,PR,7,145300,34200,35524,66416,2204
2016,6,22042100,17,586,RS,7,145300,9450,9450,15922,2204
2016,4,22043000,17,169,RS,1,1017700,68973,68973,171688,2204
2016,9,22041010,17,586,RS,7,910600,315,315,1980,2204
2016,5,22042100,17,249,RS,1,1017700,6431,6431,34806,2204
2016,7,22042100,17,249,SP,1,817800,450,450,608,2204
2016,5,22042911,17,97,RJ,9,250151,248,248,282,2204
2016,12,22042911,17,97,RJ,9,250151,5327,5327,5977,2204
2016,11,22043000,17,169,RS,1,1017700,82973,82973,206940,2204
2016,2,22043000,17,169,RS,1,1017700,42000,42000,105756,2204
2016,12,22042100,17,586,PR,7,145300,46173,53123,86236,2204
2016,8,22041010,17,386,RS,1,817800,135,135,780,2204
2016,5,22041010,17,399,RS,1,1017700,1800,1800,7200,2204
2016,12,22042100,17,69,RS,1,817800,603,604,2039,2204
2016,1,22042100,17,249,RS,1,1017700,14436,14384,63915,2204
2016,5,22042100,17,251,RS,1,1017700,900,900,4800,2204
2016,11,22042100,17,586,RS,7,145300,16500,17000,40298,2204
2016,8,22042911,17,97,PR,9,250151,237,237,631,2204
2016,2,22042911,17,199,RS,1,927800,6220,6220,6912,2204
2016,10,22042100,17,628,RS,1,1017700,12051,12051,50495,2204
2016,4,22042100,17,791,RS,1,1017700,833,833,6100,2204
2016,10,22042100,17,47,SP,1,817800,3591,3591,5787,2204
2016,7,22042100,17,23,RS,1,1017700,150,675,3034,2204
2016,9,22042911,17,97,RJ,9,250151,412,412,581,2204
2016,5,22042919,17,628,RS,1,1017700,72,72,960,2204
2016,12,22042100,17,161,RS,1,1017700,5995,5977,32875,2204
2016,12,22042911,17,40,RS,1,927800,1600,1600,4048,2204
2016,7,22042100,17,160,RS,4,817600,15,90,602,2204
2016,2,22042911,17,97,PR,9,250151,14,10,41,2204
2016,7,22041090,17,232,RS,1,817800,15,68,538,2204
2016,9,22042100,17,275,SP,4,817600,180,344,6513,2204
2016,6,22041090,17,586,RS,7,910600,1841,1841,3588,2204
2016,11,22042100,17,628,RS,1,1017700,4500,4470,22400,2204
2016,9,22042100,17,249,SP,4,817600,10,8,44,2204
2016,10,22043000,17,169,RS,1,1017700,56000,56000,141008,2204
2016,8,22041010,17,628,RS,1,1017700,1845,1845,11560,2204
2016,12,22041010,17,628,RS,1,817800,945,945,6253,2204
2016,1,22042100,17,47,SP,1,817800,2025,2025,3206,2204
2016,3,22042911,17,199,RS,1,927800,6912,6912,7680,2204
2016,11,22042100,17,573,RS,1,1017700,19530,19530,95340,2204
2016,12,22041010,17,628,SC,1,817800,135,135,958,2204
2016,1,22041090,17,249,RS,1,1017700,1188,1236,4561,2204
2016,11,22042911,17,97,PR,9,250151,9,9,35,2204
2016,5,22041010,17,845,RS,0,817600,837,1707,6203,2204
2016,12,22042911,17,97,PR,9,250151,24,24,75,2204
2016,6,22042100,17,603,RS,1,1017700,6750,6750,19544,2204
2016,10,22041090,17,586,RS,7,910600,21600,21600,65834,2204
2016,11,22041090,17,586,RS,7,145300,2275,2600,10260,2204
2016,6,22041010,17,767,RS,1,817800,270,270,2719,2204
2016,9,22041010,17,845,RS,0,817600,2740,3296,12136,2204
2016,3,22043000,17,97,RS,7,145200,792,792,1739,2204
2016,10,22041090,17,161,RS,1,1017700,1350,1488,6375,2204
2016,10,22041090,17,586,RS,7,145300,34,34,339,2204
2016,4,22042911,17,249,RS,1,1017700,6480,6480,10307,2204
2016,6,22042100,17,586,PR,7,145300,26775,27020,33049,2204
2016,3,22042100,17,249,RS,1,1017700,11628,11628,23041,2204
2016,6,22042911,17,97,PR,9,250151,239,239,610,2204
2016,3,22042100,17,275,RS,1,817800,3375,3375,9219,2204
2016,3,22042100,17,399,RS,1,1017700,3915,3915,7560,2204
2016,8,22042100,17,47,SP,1,817800,5625,5625,8906,2204
2016,10,22042911,17,249,RS,1,1017700,4320,4320,6804,2204
2016,4,22041090,17,249,RS,1,1017700,270,270,2430,2204
2016,7,22042100,17,249,RS,1,1017700,11889,12404,55550,2204
2016,3,22042100,17,628,RS,1,1017700,9828,9828,40674,2204
2016,1,22042100,17,767,RS,1,1017700,1080,1080,13764,2204
2016,6,22042100,17,767,RS,1,817800,2070,2070,13576,2204
2016,6,22041010,17,169,RS,4,817700,594,617,1532,2204
2016,3,22042100,17,586,RS,7,145300,6138,6066,9666,2204
2016,7,22042100,17,249,RS,4,817600,900,450,6000,2204
2016,7,22042100,17,586,PR,7,145300,16830,16830,30968,2204
2016,2,22042100,17,586,RS,7,910600,11705,11705,17574,2204
2016,10,22041010,17,161,RS,1,1017700,383,383,1976,2204
2016,2,22042100,17,249,RS,1,1017700,24156,24156,80024,2204
2016,4,22041010,17,399,RS,1,817800,50,225,2818,2204
2016,3,22042100,17,767,RS,1,817800,1080,1080,6000,2204
2016,7,22042100,17,160,RS,1,1017700,14463,14517,51054,2204
2016,2,22042100,17,603,RS,1,1017700,4707,4707,15858,2204
2016,3,22041090,17,586,RS,7,145300,60,117,299,2204
2016,7,22041010,17,249,RS,1,1017700,17691,14191,92071,2204
2016,9,22042100,17,573,RS,1,817800,375,1688,10125,2204
2016,3,22042100,17,160,RS,1,1017700,5009,5009,20309,2204
2016,3,22042100,17,149,RS,1,1017700,4280,4261,29968,2204
2016,7,22042100,17,399,RS,1,817800,1530,1523,3282,2204
2016,3,22042100,17,764,RS,1,817800,293,291,1214,2204
2016,6,22042100,17,548,RE,1,817800,504,504,9472,2204
2016,9,22042100,17,628,RS,1,817800,450,450,2179,2204
2016,10,22041010,17,249,RS,1,817800,737,737,4344,2204
2016,10,22042100,17,275,RS,1,817800,918,918,6061,2204
2016,10,22041010,17,160,RS,1,1017700,3888,3888,16875,2204
2016,8,22042100,17,160,RS,1,1017700,166,747,3682,2204
2016,12,22041010,17,845,RS,0,817600,617,1257,4605,2204
2016,9,22042100,17,628,RS,1,1017700,8273,15273,71340,2204
2016,11,22041010,17,586,RS,7,145300,360,400,1749,2204
2016,11,22041010,17,850,RS,1,1017700,1,16,13,2204
2016,6,22041010,17,628,RS,1,1017700,12870,13345,39512,2204
2016,4,22042100,17,399,RS,1,817800,50,225,2824,2204
2016,12,22041010,17,69,RS,1,817800,594,594,2602,2204
2016,9,22041010,17,628,RS,1,817800,1350,1350,5384,2204
2016,5,22041090,17,586,RS,7,910600,495,495,1070,2204
2016,3,22042100,17,791,RS,1,1017700,450,450,4425,2204
2016,7,22042911,17,199,RS,1,1017700,16390,16390,17919,2204
2016,12,22042911,17,249,RS,1,1017700,17820,17820,20615,2204
2016,11,22041010,17,160,RS,1,1017700,122,122,924,2204
2016,8,22041010,17,628,RS,1,817800,1125,1125,4433,2204
2016,2,22041090,17,190,RS,1,817800,45,45,150,2204
2016,4,22042100,17,244,RS,1,1017700,360,360,1760,2204
2016,4,22042100,17,149,RS,1,1017700,5130,5130,23024,2204
2016,11,22042100,17,586,RS,7,910600,41490,41490,72632,2204
2016,8,22042100,17,791,RS,1,817800,2520,2518,17478,2204
2016,9,22042100,17,87,RS,1,817800,1800,1800,10584,2204
2016,3,22042100,17,399,RS,1,817800,711,710,1601,2204
2016,8,22041090,17,160,RS,4,817600,5,5,64,2204
2016,5,22042100,17,741,RS,1,1017700,5445,5445,13199,2204
2016,2,22041010,17,23,RS,1,1017700,900,918,3925,2204
2016,12,22041010,17,161,RS,1,1017700,711,712,4732,2204
2016,4,22042100,17,249,RS,1,1017700,23846,23846,57073,2204
2016,5,22041010,17,271,RS,1,1017700,7506,7522,35948,2204
2016,9,22042100,17,249,RS,1,1017700,4536,4536,23149,2204
2016,3,22042100,17,87,RS,1,1017700,5400,5400,35950,2204
2016,7,22042911,17,97,RJ,9,250151,819,819,992,2204
2016,12,22042100,17,249,PR,1,927700,9450,9450,17126,2204
2016,10,22042100,17,160,SC,1,927800,12960,21240,50414,2204
2016,10,22042100,17,586,RS,7,910600,225,225,300,2204
2016,7,22042100,17,275,RS,1,817800,545,545,3433,2204
2016,11,22041090,17,160,RS,1,1017700,99,99,583,2204
2016,8,22042100,17,628,RS,1,1017700,7362,7362,31329,2204
2016,3,22042911,17,249,RS,1,1017700,12960,12960,18178,2204
2016,11,22042911,17,97,RJ,9,250151,1604,1604,1851,2204
2016,5,22041010,17,249,RS,1,1017700,2007,2007,13238,2204
2016,5,22041090,17,586,RS,7,145300,45,57,249,2204
2016,9,22043000,17,169,RS,1,1017700,53946,53946,131863,2204
2016,4,22041090,17,190,RS,4,817700,16,12,423,2204
2016,4,22042100,17,190,RS,4,817700,18,8,20,2204
2016,5,22042100,17,23,PR,5,817900,12,17,143,2204
2016,6,22042911,17,586,SC,7,145300,4680,4680,2843,2204
2016,5,22042100,17,271,RS,1,1017700,7650,7617,41003,2204
2016,12,22042100,17,586,RS,7,145300,8310,8150,17684,2204
2016,11,22042911,17,249,RS,1,1017700,2592,2592,4082,2204
2016,9,22041010,17,249,RS,1,1017700,1553,1553,8252,2204
2016,9,22042911,17,97,PR,9,250151,51,51,145,2204
2016,8,22041090,17,791,RS,1,817800,90,94,532,2204
2016,3,22042911,17,97,RJ,9,250151,443,443,496,2204
2016,3,22042919,17,160,RS,1,1017700,180,180,2250,2204
2016,5,22042100,17,573,RS,1,1017700,9000,9000,23808,2204
2016,4,22042100,17,586,RS,7,910600,69329,76719,115640,2204
2016,7,22042100,17,232,RS,1,817800,285,1278,8171,2204
2016,3,22041010,17,399,RS,1,817800,99,99,388,2204
2016,8,22041090,17,158,RS,7,1010900,3623,3688,13466,2204
2016,6,22042100,17,628,RS,1,1017700,15309,15309,85368,2204
2016,3,22042911,17,97,SP,9,250151,18,18,46,2204
2016,7,22042100,17,399,RS,4,817600,1103,1103,7577,2204
2016,8,22042100,17,275,RS,1,817800,190,855,4829,2204
2016,9,22041010,17,158,RS,7,1010900,900,900,3600,2204
2016,7,22041010,17,399,RS,1,817800,90,92,280,2204
2016,6,22042100,17,47,SP,1,817800,4050,4050,6413,2204
2016,12,22042100,17,628,RS,1,817800,945,945,5700,2204
2016,7,22042100,17,586,RS,7,910600,110976,110976,187538,2204
2016,12,22042100,17,249,RS,1,1017700,29268,29328,72252,2204
2016,11,22041010,17,23,RS,1,817800,900,900,3514,2204
2016,6,22042911,17,97,RJ,9,250151,926,926,1175,2204
2016,2,22041010,17,190,RS,1,817800,135,135,530,2204
2016,6,22041010,17,628,BA,1,517600,9000,9000,31940,2204
2016,3,22042100,17,586,RS,7,910600,44358,44358,66539,2204
2016,7,22041010,17,158,RS,7,1010900,600,950,4320,2204
2016,9,22042100,17,351,RS,1,1017700,5400,5400,77799,2204
2016,10,22042100,17,586,RS,7,145300,39975,41006,71162,2204
2016,10,22042100,17,160,RS,1,1017700,59832,59832,240409,2204
2016,5,22042100,17,586,RS,7,910600,14040,14040,23624,2204
2016,5,22042100,17,628,RS,1,1017700,11613,11607,52491,2204
2016,5,22042100,17,23,RS,1,1017700,3339,3339,14833,2204
2016,11,22041090,17,586,RS,7,910600,12330,12330,34966,2204
2016,9,22041010,17,331,SP,1,817800,7738,7738,17056,2204
2016,2,22042100,17,586,PR,7,145300,9405,10925,10559,2204
2016,10,22042100,17,249,RS,1,1017700,3780,3780,7056,2204
2016,10,22042100,17,249,SP,1,817800,11928,12465,19880,2204
2016,10,22042100,17,69,RS,1,1017700,1350,1350,11760,2204
2016,8,22042100,17,628,RS,1,817800,2790,2790,30035,2204
2016,3,22041090,17,399,RS,1,1017700,450,450,1600,2204
2016,7,22041010,17,23,RS,1,1017700,300,1350,7065,2204
2016,1,22042100,17,160,RS,1,1017700,7560,7520,30274,2204
2016,3,22041090,17,149,RS,1,1017700,549,571,2124,2204
2016,4,22042911,17,97,RJ,9,250151,895,895,1031,2204
2016,7,22042100,17,573,RS,4,817700,11610,11610,54180,2204
2016,8,22041010,17,158,RS,7,1010900,4748,4802,20438,2204
2016,12,22041010,17,40,RS,1,927800,90,90,1010,2204
2016,3,22041010,17,160,RS,1,1017700,473,473,2340,2204
2016,4,22041010,17,351,RS,1,817800,180,180,1104,2204
2016,12,22042100,17,47,SP,1,817800,1350,1350,2138,2204
2016,5,22042100,17,399,RS,1,1017700,9900,9900,29600,2204
2016,11,22041090,17,97,PR,9,250151,15,15,42,2204
2016,12,22041010,17,97,RS,9,250151,5,5,106,2204
2016,7,22041090,17,23,RS,1,1017700,250,1125,4584,2204
2016,3,22041010,17,628,RS,1,1017700,12474,12973,35482,2204
2016,5,22042100,17,160,RS,1,1017700,5580,5580,30312,2204
2016,2,22041010,17,97,RS,7,145200,785,786,3735,2204
2016,10,22041010,17,445,RS,1,817800,45,45,521,2204
2016,1,22042100,17,586,RS,7,910600,9975,9975,14541,2204
2016,5,22042100,17,573,RS,1,817800,1125,1125,6750,2204
2016,7,22041010,17,160,RS,4,817600,5,23,145,2204
2016,11,22042100,17,23,RS,1,817800,900,900,3312,2204
2016,2,22041090,17,97,RS,7,145200,930,935,5480,2204
2016,6,22042100,17,72,RS,1,817800,675,675,5220,2204
2016,8,22042100,17,586,RS,7,910600,171388,173388,305088,2204
2016,10,22041010,17,628,RS,1,1017700,4950,4950,28600,2204
2016,11,22043000,17,160,RS,1,1017700,6269,6269,9837,2204
2016,5,22041010,17,249,RS,1,817800,1359,1434,11767,2204
2016,7,22041090,17,399,RS,1,817800,90,92,280,2204
2016,8,22041090,17,586,RS,7,145300,34,74,344,2204
2016,1,22042100,17,628,RS,1,1017700,5175,5175,21324,2204
2016,5,22042911,17,97,PR,9,250151,45,45,133,2204
2016,4,22042919,17,791,RS,1,1017700,36,36,471,2204
2016,7,22042100,17,628,RS,1,1017700,31298,31262,117845,2204
2016,8,22042100,17,586,RS,7,145300,6435,6435,12560,2204
2016,3,22041010,17,149,RS,1,1017700,324,330,1697,2204
2016,2,22042911,17,586,PR,7,145300,3450,4008,3634,2204
2016,10,22041090,17,249,RS,1,817800,721,721,4006,2204
2016,2,22042911,17,97,RJ,9,250151,585,585,632,2204
2016,10,22043000,17,586,RS,7,145300,5168,5168,16465,2204
2016,1,22042911,17,199,RS,1,927800,6220,6220,6912,2204
2016,7,22042100,17,399,RS,1,1017700,9000,9000,24000,2204
2016,12,22042911,17,199,RS,1,1017700,9330,9330,9794,2204
2016,11,22042911,17,586,SC,7,145300,4560,4560,3065,2204
2016,12,22041090,17,628,RS,1,817800,270,270,1947,2204
2016,10,22042911,17,199,RS,1,1017700,9330,9330,10296,2204
2016,4,22042100,17,351,RS,1,817800,720,720,2880,2204
2016,11,22042100,17,249,RS,1,1017700,5292,5292,9878,2204
2016,11,22042100,17,160,RS,1,1017700,10440,10440,29169,2204
2016,6,22042100,17,586,RS,7,910600,104459,104459,181724,2204
2016,8,22042100,17,249,RS,1,1017700,1760,15840,34326,2204
2016,11,22042100,17,351,RS,1,817800,855,855,5520,2204
2016,3,22041010,17,764,RS,1,817800,135,140,352,2204
2016,3,22041010,17,845,RS,0,817600,684,1395,5141,2204
2016,2,22042911,17,97,RS,9,250151,8,8,16,2204
2016,3,22041010,17,628,BA,1,517600,2250,2250,8100,2204
2016,10,22042100,17,445,RS,1,817800,747,747,4171,2204
2016,12,22042100,17,160,RS,1,1017700,8580,8580,36722,2204
2016,7,22041010,17,628,RS,1,1017700,1152,1152,7556,2204
2016,12,22042100,17,586,RS,7,910600,18570,32970,57366,2204
2016,1,22042911,17,97,RJ,9,250151,487,487,481,2204
2016,11,22042100,17,160,SP,4,817600,4,30,124,2204
2016,7,22041010,17,528,RS,1,817800,16,68,445,2204
2016,8,22041010,17,586,RS,7,145300,112,222,1256,2204
2016,5,22041090,17,97,RS,7,145200,630,649,2507,2204
2016,6,22042100,17,249,RS,1,1017700,39453,39453,122697,2204
2016,8,22042911,17,586,SC,7,145300,5160,5160,3523,2204
2016,2,22042100,17,23,RS,1,1017700,6404,9081,46787,2204
2016,2,22042100,17,97,RS,7,145200,5041,5041,20333,2204
