CO_ANO,CO_MES,CO_NCM,CO_UNID,CO_PAIS,SG_UF_NCM,CO_VIA,CO_URF,QT_ESTAT,KG_LIQUIDO,VL_FOB,CO_SH
2020,11,22041090,17,580,SP,12,817800,47,47,116,2204
2020,12,22042100,17,317,RS,1,1017700,5433,5433,13643,2204
2020,9,22042100,17,538,SP,1,817800,7,7,21,2204
2020,3,22041090,17,434,SC,1,927800,3,3,5,2204
2020,6,22042100,17,741,SP,1,817800,7,7,27,2204
2020,6,22042100,17,399,MA,1,317903,41,41,186,2204
2020,9,22042100,17,467,SP,12,817800,33,27,139,2204
2020,7,22042100,17,434,BA,1,510353,18,18,49,2204
2020,10,22042100,17,607,SP,1,817800,12,12,88,2204
2020,4,22042100,17,160,RS,1,1017700,7888,7888,17565,2204
2020,6,22042100,17,399,RS,1,817800,450,450,2787,2204
2020,9,22042100,17,580,BA,1,517800,4,4,23,2204
2020,5,22041090,17,476,MA,1,317903,19,19,49,2204
2020,3,22042100,17,245,RS,4,817600,36,22,24,2204
2020,9,22042100,17,434,PR,1,917800,23,23,91,2204
2020,5,22041090,17,580,ES,1,917800,18,18,39,2204
2020,4,22041090,17,351,SP,12,817800,30,30,97,2204
2020,5,22043000,17,434,BA,1,517800,60,60,467,2204
2020,6,22041010,17,77,RS,1,1017700,129,126,330,2204
2020,1,22042100,17,476,ES,1,710251,9,10,9,2204
2020,6,22042100,17,607,MG,1,817800,300,300,1049,2204
2020,10,22042100,17,351,SP,12,817800,22,62,68,2204
2020,5,22041090,17,580,MA,1,317903,145,143,218,2204
2020,12,22042100,17,434,ES,1,727600,45,45,240,2204
2020,5,22042100,17,160,AL,1,417902,14,14,54,2204
2020,8,22042100,17,434,SP,1,817800,61,123,408,2204
2020,5,22042211,17,399,RS,1,1017700,669,667,992,2204
2020,5,22042100,17,351,SC,1,927700,4,4,7,2204
2020,5,22042100,17,476,AL,1,417900,29,29,133,2204
2020,12,22042100,17,467,RJ,1,710251,1,1,5,2204
2020,10,22042100,17,163,MA,1,317903,21,21,40,2204
2020,5,22042100,17,434,SC,1,917800,17,17,51,2204
2020,9,22042100,17,467,PR,1,917800,84,84,274,2204
2020,6,22042100,17,467,SP,12,817800,46,44,123,2204
2020,2,22041090,17,476,ES,1,817800,14,14,45,2204
2020,10,22041090,17,163,SP,12,817800,18,18,39,2204
2020,8,22042100,17,160,BA,1,517800,29,18,197,2204
2020,11,22042211,17,467,SP,12,817800,90,90,168,2204
2020,10,22042211,17,434,ES,1,727600,9,9,28,2204
2020,1,22042100,17,476,SP,1,817800,22,43,155,2204
2020,8,22041090,17,434,SP,12,817800,24,30,52,2204
2020,10,22042100,17,580,CE,1,317900,2,1,9,2204
2020,4,22042100,17,476,SP,1,812051,6,16,87,2204
2020,8,22041010,17,317,RS,1,817800,263,263,1431,2204
2020,6,22042100,17,97,RS,7,147600,9000,9000,14625,2204
2020,9,22042100,17,434,PR,1,927700,2,2,4,2204
2020,9,22042211,17,580,ES,1,727600,14,13,38,2204
2020,12,22042100,17,580,SP,1,817800,79,100,391,2204
2020,7,22042211,17,249,RS,1,1017700,10080,10080,17136,2204
2020,10,22042910,17,77,MA,1,317903,4,4,7,2204
2020,10,22042100,17,476,SP,12,817800,44,43,176,2204
2020,5,22042100,17,351,CE,1,317900,36,36,94,2204
2020,6,22042100,17,351,RS,1,1017700,7611,7612,18415,2204
2020,7,22042100,17,476,SC,1,927700,98,98,152,2204
2020,7,22041090,17,467,BA,1,517800,84,84,211,2204
2020,12,22042100,17,43,ES,1,727600,36,33,370,2204
2020,1,22042910,17,351,PR,1,917800,10,10,25,2204
2020,10,22041010,17,161,RS,1,817800,135,135,587,2204
2020,8,22042211,17,434,RJ,1,717600,6,9,133,2204
2020,3,22042100,17,434,RJ,1,717600,18,18,120,2204
2020,5,22042100,17,351,BA,1,517800,36,36,71,2204
2020,7,22042219,17,87,SC,1,927502,5,5,7,2204
2020,9,22042100,17,43,SP,1,812051,9,9,24,2204
2020,8,22042100,17,77,RJ,1,717800,69,72,71,2204
2020,12,22042211,17,163,MA,1,317903,41,43,394,2204
2020,6,22042100,17,351,SP,1,817800,35,76,269,2204
2020,4,22042100,17,386,SP,1,817800,10,63,132,2204
2020,1,22042910,17,434,SP,1,817800,5,3,12,2204
2020,3,22042100,17,628,MG,4,817600,20,36,428,2204
2020,3,22043000,17,538,SP,1,817800,36,36,254,2204
2020,12,22042100,17,628,SP,1,817800,7,9,45,2204
2020,6,22041090,17,434,SP,1,817800,19,19,62,2204
2020,11,22042100,17,580,PR,1,927502,12,12,40,2204
2020,11,22042100,17,351,PA,0,210200,3,3,12,2204
2020,11,22041090,17,467,SP,12,817800,8,8,16,2204
2020,5,22042100,17,467,AP,1,240152,78,78,897,2204
2020,10,22042100,17,434,RS,1,1017700,38,38,181,2204
2020,9,22042100,17,607,BA,1,517800,10,54,187,2204
2020,1,22041010,17,573,SC,1,917800,3,3,285,2204
2020,3,22042100,17,476,RJ,1,717800,69,72,89,2204
2020,12,22042100,17,467,PR,1,917800,3,3,6,2204
2020,6,22041010,17,275,RS,1,817800,756,756,3471,2204
2020,3,22041010,17,538,RS,1,1017700,9,9,11,2204
2020,10,22042211,17,476,PR,1,917800,18,18,42,2204
2020,5,22042100,17,858,PR,1,917800,9,9,350,2204
2020,2,22042100,17,434,PR,1,817800,54,54,123,2204
2020,11,22042211,17,741,MA,1,217800,16,168,43,2204
2020,12,22043000,17,163,SP,1,817800,14,12,32,2204
2020,10,22042100,17,434,SP,1,917800,17,92,85,2204
2020,10,22042100,17,267,SP,1,917800,9,36,31,2204
2020,10,22041090,17,628,SP,12,817800,9,9,20,2204
2020,4,22042100,17,628,RS,1,817800,3663,3663,13968,2204
2020,2,22042100,17,476,SP,1,817800,4,18,57,2204
2020,5,22042100,17,573,SC,1,927700,10,10,22,2204
2020,11,22042100,17,476,RS,1,1017700,75,75,126,2204
2020,4,22041090,17,77,SP,1,817800,7,7,21,2204
2020,9,22041090,17,467,BA,1,517800,44,44,287,2204
2020,11,22042100,17,434,RS,1,1017700,66,17,145,2204
2020,10,22042100,17,476,PA,0,210200,8,8,39,2204
2020,1,22042100,17,160,MA,1,317903,56,56,118,2204
2020,3,22041090,17,580,MA,1,317903,2,2,8,2204
2020,10,22042211,17,628,MA,1,317903,46,36,219,2204
2020,5,22041010,17,163,RS,1,1017700,2,2,7,2204
2020,9,22042100,17,87,SP,1,927700,24,40,62,2204
2020,6,22042100,17,741,SC,1,917800,1,1,2,2204
2020,10,22041090,17,586,RS,7,917500,1098,1098,3042,2204
2020,11,22042100,17,607,MG,1,817800,192,192,584,2204
2020,5,22042100,17,476,ES,1,727600,33,33,46,2204
2020,6,22041090,17,351,RS,1,1017700,153,153,184,2204
2020,10,22042100,17,341,RS,1,1017700,84756,84710,99424,2204
2020,4,22042100,17,467,SP,1,817800,87,158,1017,2204
2020,8,22041090,17,580,SP,12,817800,35,35,60,2204
2020,1,22042100,17,249,PE,4,417901,808,808,3048,2204
2020,7,22042211,17,163,SP,12,817800,5,5,9,2204
2020,6,22041090,17,741,ES,1,727600,30,26,126,2204
2020,11,22042100,17,476,SC,1,927502,18,18,19,2204
2020,11,22042100,17,351,RS,1,1017700,5,5,14,2204
2020,10,22042100,17,476,PR,1,917800,55,55,79,2204
2020,7,22042219,17,586,RS,7,917500,5,42,400,2204
2020,1,22041090,17,163,SP,12,817800,18,18,70,2204
2020,11,22042100,17,586,SC,7,917501,261,261,329,2204
2020,7,22041090,17,476,PR,1,917800,4,4,12,2204
2020,5,22042100,17,351,RS,1,1017700,44,45,146,2204
2020,7,22042211,17,77,RJ,1,817800,41,41,142,2204
2020,7,22041010,17,301,RJ,1,717800,6,3,21,2204
2020,11,22042211,17,301,PR,1,917800,10,10,20,2204
2020,4,22042100,17,267,ES,1,727600,40,40,39,2204
2020,9,22041090,17,161,ES,1,727600,1,1,3,2204
2020,12,22042211,17,399,RS,1,1017700,5,4,4,2204
2020,2,22041010,17,607,SP,4,817700,267,267,5373,2204
2020,3,22042100,17,476,SC,1,917800,24,24,45,2204
2020,6,22042100,17,467,SP,1,817800,58,128,447,2204
2020,11,22041010,17,607,ES,1,727600,9,8,46,2204
2020,2,22042100,17,767,SP,12,817800,8,8,25,2204
2020,4,22042100,17,434,MA,1,317903,361,361,588,2204
2020,5,22041090,17,580,SP,1,817800,305,1256,778,2204
2020,10,22041090,17,580,SP,1,817800,57,115,200,2204
2020,12,22042100,17,83,SP,12,817800,19,117,78,2204
2020,9,22042100,17,87,MA,1,317903,101,101,257,2204
2020,12,22042211,17,434,PR,1,917800,81,81,195,2204
2020,12,22042910,17,580,MA,1,317903,81,81,89,2204
2020,6,22041090,17,160,RS,1,1017700,6683,6856,21110,2204
2020,1,22042211,17,573,MA,1,317903,5,9,40,2204
2020,11,22041090,17,77,SP,1,817800,9,8,31,2204
2020,6,22042100,17,476,MA,1,317903,87,87,384,2204
2020,5,22042211,17,351,SC,1,927700,125,107,183,2204
2020,2,22041010,17,249,RS,1,1017700,5796,11061,33298,2204
2020,1,22042100,17,580,RJ,1,717800,19,24,101,2204
2020,10,22042100,17,301,MA,1,317903,18,17,47,2204
2020,8,22041010,17,275,RS,1,817800,495,495,2329,2204
2020,11,22042100,17,399,RS,1,1017700,74,70,238,2204
2020,12,22042910,17,476,MA,1,317903,6,6,15,2204
2020,9,22042211,17,476,SP,12,817800,18,18,35,2204
2020,7,22042910,17,467,ES,1,727600,5,5,6,2204
2020,4,22041010,17,160,RS,1,1017700,153,152,358,2204
2020,1,22041010,17,607,SP,4,817700,260,260,5387,2204
2020,10,22042211,17,160,MA,1,317903,8,8,397,2204
2020,6,22042100,17,603,RS,1,1017700,8,7,25,2204
2020,3,22042211,17,160,MA,1,317903,14,25,75,2204
2020,12,22042100,17,169,RS,1,1017700,15660,15660,23780,2204
2020,10,22042100,17,351,MA,1,317903,5,5,14,2204
2020,11,22042100,17,580,BA,1,517800,6,28,27,2204
2020,3,22042100,17,628,SP,1,812051,4,4,29,2204
2020,7,22042211,17,351,RS,1,1017700,9,11,9,2204
2020,9,22042100,17,628,RS,1,1017700,4793,4793,13313,2204
2020,3,22041090,17,434,PR,1,917800,19,19,29,2204
2020,11,22041090,17,467,CE,1,317900,1,1,3,2204
2020,1,22042100,17,580,MA,1,317903,115,115,521,2204
2020,4,22042100,17,434,RS,1,1017700,58,58,232,2204
2020,10,22041090,17,77,SP,1,817800,127,103,301,2204
2020,12,22041090,17,351,SP,12,817800,55,55,129,2204
2020,4,22042100,17,476,SC,1,927700,5,5,17,2204
2020,8,22042100,17,476,MA,1,317903,23,23,92,2204
2020,6,22041010,17,476,CE,1,317900,9,9,9,2204
2020,6,22042211,17,77,SC,1,927700,9,36,24,2204
2020,9,22042100,17,741,PR,1,917800,27,457,66,2204
2020,7,22042211,17,476,SP,12,817800,51,51,97,2204
2020,12,22042100,17,467,SP,12,817800,130,333,515,2204
2020,8,22041090,17,267,SP,12,817800,18,18,40,2204
2020,3,22041090,17,628,RS,4,817600,192,192,1599,2204
2020,8,22042100,17,580,PR,1,917800,141,161,363,2204
2020,4,22042100,17,160,SP,1,817800,29,150,267,2204
2020,7,22042100,17,538,MA,1,317903,1,1,5,2204
2020,9,22042100,17,580,AP,1,240152,14,14,67,2204
2020,1,22041010,17,249,RS,1,1017700,28080,28016,71008,2204
2020,9,22042211,17,607,RJ,1,717800,46,44,217,2204
2020,6,22041010,17,580,SP,1,817800,6,6,40,2204
