CO_ANO,CO_MES,CO_NCM,CO_UNID,CO_PAIS,SG_UF_NCM,CO_VIA,CO_URF,QT_ESTAT,KG_LIQUIDO,VL_FOB,CO_SH
2003,3,22042100,17,586,RS,7,910600,9600,9600,3044,2204
2003,12,22042100,17,586,RS,7,910600,94800,94800,30700,2204
2003,1,22042900,17,845,PR,4,717700,5800,5800,581,2204
2003,10,22041090,17,767,RS,1,817800,1452,1671,5556,2204
2003,10,22042900,17,586,PR,7,145300,21979,21979,5321,2204
2003,2,22042100,17,586,SC,7,145300,9624,9624,3524,2204
2003,5,22042100,17,586,SC,7,145300,650,5922,1773,2204
2003,6,22041010,17,169,RS,1,1010500,3200,32000,44800,2204
2003,4,22042900,17,586,RS,7,910600,1890,1890,994,2204
2003,1,22043000,17,586,PR,9,910651,808,2908,1009,2204
2003,1,22043000,17,97,PR,4,717700,5810,5810,715,2204
2003,10,22042100,17,586,SP,7,910600,3684,3700,2686,2204
2003,12,22042900,17,586,SC,7,145300,30178,30178,8360,2204
2003,2,22042100,17,767,RS,1,1010500,855,1400,3575,2204
2003,6,22042900,17,586,SC,7,145300,10089,32948,7931,2204
2003,11,22042100,17,586,RS,7,910600,105864,105864,32507,2204
2003,11,22043000,17,586,PR,9,910651,2116,19162,8356,2204
2003,1,22043000,17,845,PR,4,717700,5800,5800,738,2204
2003,11,22042100,17,40,ND,1,717600,920,920,624,2204
2003,12,22042100,17,586,PR,7,145300,4020,4020,646,2204
2003,4,22043000,17,586,PR,9,910651,1173,10921,4628,2204
2003,12,22042100,17,586,SC,7,145300,4152,4152,2199,2204
2003,8,22042100,17,791,RS,1,1010500,4488,2431,10406,2204
2003,6,22042100,17,586,SP,7,910600,720,626,250,2204
2003,9,22042100,17,586,SC,7,145300,1937,1937,543,2204
2003,2,22042900,17,399,RS,1,1010500,24074,23920,6432,2204
2003,11,22043000,17,528,RS,1,817800,25,198,205,2204
2003,5,22041010,17,97,SP,7,145200,450,453,1100,2204
2003,8,22042100,17,767,RS,1,1010500,414,366,1508,2204
2003,8,22042900,17,767,RS,1,1010500,2,4,16,2204
2003,9,22042100,17,586,RS,7,910600,20400,20400,5983,2204
2003,12,22042900,17,161,GO,4,817600,100,180,300,2204
2003,8,22042100,17,399,RS,1,1010500,11325,11325,11375,2204
2003,7,22042900,17,586,RS,9,910600,700,700,419,2204
2003,7,22041010,17,586,SP,7,145300,1858,1670,1124,2204
2003,10,22043000,17,528,RS,1,910700,20286,17852,20286,2204
2003,5,22042900,17,586,PR,7,145300,21620,21620,8075,2204
2003,1,22042100,17,586,RS,7,910600,5340,5340,1760,2204
2003,10,22042100,17,271,RS,1,817800,5832,5832,11534,2204
2003,12,22042900,17,249,RS,1,1010500,6,24,194,2204
2003,4,22042900,17,586,PR,9,145300,10580,10580,3384,2204
2003,4,22042100,17,586,MS,7,145300,3633,3633,894,2204
2003,11,22042900,17,815,RS,1,1010500,5,10,4,2204
2003,5,22043000,17,586,PR,9,910651,852,8618,3977,2204
2003,12,22041010,17,97,SP,7,145200,450,453,1100,2204
2003,1,22042900,17,586,RS,7,910600,5814,5814,2756,2204
2003,8,22042900,17,399,RS,1,1010500,29239,29084,14835,2204
2003,12,22042100,17,586,RS,9,910600,600,600,195,2204
2003,12,22042900,17,196,RS,1,1010500,9,31,21,2204
2003,11,22042900,17,40,RS,1,920600,1080,9936,6479,2204
2003,2,22042100,17,399,RS,1,1010500,7635,7635,7830,2204
2003,9,22042100,17,289,RS,4,717700,324,270,1655,2204
2003,12,22042100,17,586,SP,9,145300,193,193,37,2204
2003,9,22043000,17,586,PR,9,910651,565,4355,2068,2204
2003,8,22041010,17,169,RS,1,1010500,2000,15840,19000,2204
2003,11,22042900,17,586,SC,9,145300,9910,12300,5612,2204
2003,12,22042100,17,791,RS,1,817800,6780,2250,13907,2204
2003,10,22042100,17,767,RS,1,817800,7157,5844,24508,2204
2003,5,22042100,17,40,ND,4,717700,97,97,71,2204
2003,3,22042100,17,271,RS,1,1010500,5832,5832,11534,2204
2003,6,22042900,17,586,RS,7,910600,1620,1620,771,2204
2003,12,22042900,17,586,PR,9,145300,31740,31740,12530,2204
2003,10,22041010,17,399,RS,1,1010500,1000,7920,11530,2204
2003,2,22043000,17,586,PR,9,910651,1267,6998,2378,2204
2003,12,22042900,17,586,PR,7,145300,30438,30438,6514,2204
2003,4,22042900,17,586,MS,7,145300,5010,5010,899,2204
2003,7,22042100,17,586,RS,7,910600,31800,31800,11706,2204
2003,10,22042100,17,586,SC,9,145300,46836,46836,17540,2204
2003,11,22042100,17,586,PR,7,145300,9504,9504,5433,2204
2003,8,22042100,17,586,RS,7,910600,19200,19200,6900,2204
2003,4,22041090,17,40,RJ,1,717600,20,92,95,2204
2003,7,22042100,17,271,RS,1,817800,5832,5832,11534,2204
2003,8,22042100,17,586,SC,7,145300,4976,4976,1790,2204
2003,9,22042900,17,586,PR,9,145300,10580,10580,4266,2204
2003,8,22043000,17,586,PR,9,910651,739,4756,2250,2204
2003,11,22042100,17,586,SP,7,910600,1044,1044,429,2204
2003,11,22042900,17,40,ND,1,717600,8580,8580,4054,2204
2003,5,22042900,17,586,RS,7,910600,276,276,117,2204
2003,9,22042900,17,249,RS,1,1010500,30,30,243,2204
2003,5,22042100,17,586,RS,9,910600,135,180,110,2204
2003,7,22042900,17,586,RS,7,910600,644,644,380,2204
2003,7,22042100,17,586,SC,7,145300,11880,11880,7643,2204
2003,11,22042900,17,586,SC,7,145300,26067,26067,9027,2204
2003,11,22042900,17,586,PR,9,145300,20500,23320,10247,2204
2003,1,22043000,17,845,PR,1,717800,11540,11540,3874,2204
2003,1,22043000,17,845,RS,4,717700,10450,10450,3031,2204
2003,10,22042900,17,586,SP,7,145300,7836,7000,2152,2204
2003,6,22042100,17,586,RS,7,910600,10920,10920,4251,2204
2003,8,22042900,17,586,SC,7,145300,6456,6456,1896,2204
2003,9,22042900,17,586,SC,7,145300,9350,9350,2286,2204
2003,4,22042900,17,399,RS,1,1010500,25990,25834,11030,2204
2003,10,22041010,17,767,RS,1,817800,1315,1384,6446,2204
2003,10,22042900,17,586,SC,7,145300,14260,14260,4949,2204
2003,10,22042100,17,586,SP,7,145300,2802,2200,1178,2204
2003,3,22042900,17,586,RS,9,910600,534,534,254,2204
2003,10,22041010,17,40,RJ,1,717600,60,276,272,2204
2003,9,22041010,17,249,RS,4,817600,5,7,3,2204
2003,12,22042900,17,399,RS,1,1010500,6440,6440,5810,2204
2003,3,22042900,17,586,RS,7,910600,156,156,76,2204
