CO_ANO,CO_MES,CO_NCM,CO_UNID,CO_PAIS,SG_UF_NCM,CO_VIA,CO_URF,QT_ESTAT,KG_LIQUIDO,VL_FOB,CO_SH
2004,8,22042100,17,586,PR,9,145300,19320,19320,7210,2204
2004,10,22042100,17,40,SC,1,920600,34,150,2566,2204
2004,10,22042900,17,791,RS,1,1010500,695,1273,2294,2204
2004,11,22043000,17,750,RS,1,817800,111,111,154,2204
2004,5,22042100,17,586,SP,7,910600,422,422,265,2204
2004,4,22042100,17,249,RS,0,817600,333,333,2451,2204
2004,8,22041090,17,845,RS,9,1011052,10,10,10,2204
2004,11,22042100,17,770,SP,1,817800,920,1300,2078,2204
2004,1,22043000,17,586,PR,9,910651,539,5814,2628,2204
2004,11,22042900,17,586,SC,7,145300,2300,10580,5612,2204
2004,10,22042100,17,586,RS,7,910600,70800,70800,20692,2204
2004,8,22041010,17,586,SP,7,145300,40,422,276,2204
2004,10,22042100,17,249,PR,4,817600,1,1,5,2204
2004,10,22041090,17,249,RS,0,817600,698,698,3690,2204
2004,7,22041090,17,23,RS,4,817700,8,43,108,2204
2004,7,22041090,17,845,RS,9,1011052,8,8,8,2204
2004,4,22042100,17,586,RS,7,910600,74232,74232,25381,2204
2004,10,22042100,17,791,RS,1,1010500,4166,7210,51380,2204
2004,9,22042900,17,586,PR,9,145300,10580,10580,4145,2204
2004,1,22042900,17,586,SC,7,145300,9772,9772,2817,2204
2004,5,22042900,17,586,SP,7,145300,8570,8570,2211,2204
2004,10,22041090,17,845,RS,9,1011052,32,32,32,2204
2004,8,22042100,17,586,SC,7,145300,24922,24922,7727,2204
2004,11,22041090,17,249,RS,1,1010500,105,473,1083,2204
2004,2,22042100,17,249,RS,1,1010500,2029,9131,36739,2204
2004,2,22043000,17,586,PR,9,910651,584,6078,2468,2204
2004,2,22041010,17,767,RS,1,817800,20,117,516,2204
2004,7,22042100,17,445,RS,1,817800,1418,1414,5524,2204
2004,7,22042100,17,249,RS,0,817600,756,756,5564,2204
2004,3,22042900,17,586,RS,7,910600,5060,5060,3281,2204
2004,3,22042100,17,249,RS,0,817600,270,270,1987,2204
2004,12,22041090,17,589,SP,4,817700,7,4,70,2204
2004,9,22042100,17,399,RS,1,1010500,6570,6570,10465,2204
2004,4,22042900,17,399,RS,1,1010500,42422,42422,15272,2204
2004,10,22041010,17,791,RS,1,1010500,53,318,1290,2204
2004,1,22042100,17,97,SP,9,250151,0,475,260,2204
2004,12,22041090,17,249,RS,0,817600,525,555,2700,2204
2004,9,22043000,17,586,PR,9,910651,655,7896,3102,2204
2004,9,22042900,17,399,RS,1,1010500,2208,2208,1992,2204
2004,8,22042900,17,586,SP,7,145300,1950,19908,9627,2204
2004,4,22042100,17,271,RS,1,817800,5445,5445,10769,2204
2004,8,22042100,17,586,SP,7,145300,3168,3168,2070,2204
2004,7,22042100,17,232,RS,1,1010500,3780,3780,11088,2204
2004,7,22041010,17,63,RJ,7,1010900,91119,82180,74944,2204
2004,3,22042900,17,399,RS,1,1010500,94659,94659,34077,2204
2004,8,22042100,17,586,RS,7,910600,9600,9600,3117,2204
2004,1,22042100,17,586,RS,7,910600,16800,16800,6305,2204
